ticker,zip,sector,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,fullTimeEmployees,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
AFG,0663,Industrials,"AF Gruppen ASA, a contracting and industrial company, engages in civil engineering, environment, building, property, energy, and offshore businesses primarily in Norway and Sweden. The company's Civil Engineering business area undertakes civil engineering and niche projects related to roads and railways, port facilities, airports, tunnels, foundation work, power, and energy, as well as onshore facilities for oil and gas. Its Energy and Environment business area provides smart and energy efficient services for buildings and industry; demolition services; and receiving, treating, and recycling of materials. The company's Building business area develops, engineers, and builds commercial, residential, and public buildings, as well as rehabilitation projects. Its Property business area develops residential units and commercial buildings. The Sweden business area engages in building, civil engineering, property, and environmental activities in Sweden. The company's offshore business area undertakes the removal, demolition, and recycling of offshore installations; and new building, modification, and maintenance works related to cranes, modules, and rig services, as well as heating, ventilation, air conditioning, and cooling systems. It also provides services related to the maintenance and modification of onshore facilities for the oil and gas industry. AF Gruppen ASA was founded in 1985 and is headquartered in Oslo, Norway.",Oslo,47 22 89 11 00,Norway,[],http://www.afgruppen.com,1,Innspurten 15,,Engineering & Construction,180.4,180,167.22,0.052660756,1.0266,,180,,16265,,180.4,176.78857,9.5,180,,16265,,,,12,1589760000,0.436627,,,177,2,NOK,21.702797,4670,,,,18817611776,,,20843,0.7854417,177,178.6,,178000,4670,185,21.358759,,5.42,124.5,177.6,False,0.0665,52100,180,OSL,AF GRUPPEN,AF Gruppen ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AFG.OL,finmb_6174594,no_market,,0.826,,0.03506,15.195,0.06745553,,8.39,,105009000,,,22.213,,,,1577750400,0.14407,840000000,8.257,,0.06933558,8.0673485,0.60915,1640908800,1585612800,,,40215335,19783966720,,1263772800,5:1,,,-0.1,,,,,,,,https://logo.clearbit.com/afgruppen.com,,5526,,,,,
AFK,4841,Utilities,"Arendals Fossekompani ASA, an industrial investment company, engages in the operating hydro power plants. The company also builds and operates cogeneration power plants; provides industrial induction heating processes; offers satellite communications and IT solutions; develops and delivers business-critical IT solutions and services; and provides system solutions and products in the fields of instrumentation, data collection, and remote monitoring and control. In addition, it offers equipment for powder production of advanced materials; and data and consulting services to the European energy market. Further, the company operates airport, as well as develops various properties. Arendals Fossekompani ASA was founded in 1896 and is headquartered in Arendal, Norway.",Arendal,47 37 23 44 00,Norway,[],http://arendalsfossekompani.no,1,Langbryggen 9,,Utilities—Renewable,2920,2960,2602.2144,0.019178081,,,3020,,129,,2920,2702.2856,56,2960,,129,,,,56,1588896000,0.276162,,,2880,2,NOK,,55,,,,6359961088,,,101,1.370372,2880,2960,,2000,55,3180,,,,2100,2880,False,0.0187,1500,3020,OSL,ARENDALS FOSSEKOMP,Arendals Fossekompani ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AFK.OL,finmb_9245759,no_market,,1.27,,-0.00090000004,16.825,0.10188675,,,,2193090,,,1321.135,,,,1577750400,0.012560001,-4194000,-1.907,,0.06933558,2.1950822,0.86077005,1640908800,1585612800,,,298391,5896221696,,1524787200,5:1,,,,,,,,,,,https://logo.clearbit.com/arendalsfossekompani.no,,,,,,,
ARCUS,1483,Consumer Defensive,"Arcus ASA, together with its subsidiaries, imports, produces, markets, sells, and distributes wine and spirits. It offers its products under the Lysholm Linie, LÃ¸iten Linie, Gammel Opland, Gilde, Aalborg, Malteserkreutz and SnÃ¤llerÃ¶ds, Gammel Dansk, Braastad cognac, Vikingfjord, Amundsen, Brennevin Seksti, Vanlig, Dworek, Hammer, Kalinka, Dobra, Doppio Passo, Pietro de Campo, Hot n'Sweet, Dooley's, Eau de Vie, Golden Cock, St. Hallvard, Upper Ten, Dry Anis, Star Gin, and Akvavit brands. The company also provides logistics services for alcoholic beverages. It operates in Norway, Sweden, Finland, Denmark, Germany, the United States, and internationally. Arcus ASA is headquartered in Hagan, Norway.",Hagan,47 67 06 50 00,Norway,[],http://www.arcus.no,1,Destilleriveien 11,,Beverages—Wineries & Distilleries,41.2,41.3,36.03617,0.04029126,0.64839995,,41.3,,27267,,41.2,39.49143,1.66,41.3,,27267,,,,1.66,1591833600,0.447647,,,40.5,2,NOK,16.154451,23824,,,,2788541184,,,35010,0.9881786,40.5,40.9,,0,23824,42,12.27545,,,27.1,40.8,False,0.0403,0,41.3,OSL,ARCUS ASA,Arcus ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ARCUS.OL,finmb_245559265,no_market,,1.649,,0.0645,12.125,0.13812149,,3.34,,68013200,,,27.624,,,,1577750400,0.79032,182000000,2.538,,0.06933558,1.4842166,0.15168999,1640908800,1585612800,,,25830157,4652221440,,,,,,,,,,,,,,https://logo.clearbit.com/arcus.no,Postbox 64,430,,,,,
ASETEK,9220,Technology,"Asetek A/S, together with its subsidiaries, designs, develops, and markets liquid cooling solutions in Asia, Europe, and the Americas. The company operates through: Gaming and Enthusiast, and Data Center segments. Its products are used in personal computers, servers, and data centers to provide enhanced performance, acoustics, and energy efficiency. The company serves original equipment manufacturers, resellers, and channel partners. Asetek A/S was founded in 1997 and is headquartered in Aalborg, Denmark.",Aalborg,45 96 45 00 47,Denmark,[],http://www.asetek.com,1,Assensvej 2,45 96 45 00 48,Computer Hardware,62.5,62.5,42.29764,0.0018559999,0,,65.7,,61792,,62.5,57.555714,0.116,62.5,,61792,,,,,1493164800,0.688372,,,61.1,2,NOK,,40920,,,,1607931136,,,63550,30.756731,61.1,62.9,,262100,40920,70.3,209.33333,,,17.84,62.2,False,,89800,65.7,OSL,ASETEK A/S,Asetek A/S,Europe/Oslo,CEST,False,7200000,EQUITY,ASETEK.OL,finmb_25262375,no_market,,30.182,,-0.0097,894.992,2.238342,,0.3,,25604000,,,1.489,,,,1577750400,0.63678,-507000,-0.02,,0.06933558,42.175957,0.00846,1640908800,1585612800,,,21892096,1577870976,,,,,,,,203.53,,,,,,https://logo.clearbit.com/asetek.com,Aalborg East,97,,,,,
ASA,6392,Consumer Defensive,"Atlantic Sapphire ASA, together with its subsidiaries, engages in the land-based salmon farming business. The company operates through two segments, Fish Farming (Denmark); and Fish Farming (USA). It is involved in the production and sale of salmon. Atlantic Sapphire ASA was founded in 2010 and is headquartered in Vikebukt, Norway.",Vikebukt,78 64 31 14 04,Norway,[],http://www.atlanticsapphire.com,1,Daugstadvegen 445,,Farm Products,120.5,123,117.05899,,0,,123,,37015,,120.5,129.47144,,123,,37015,,,,,,1.307334,,,115,2,NOK,,109380,,,,8340473344,,,74578,1505.5006,115,118,,,109380,146,,,,68.2,117.5,False,,,123,OSL,ATLANTIC SAPPH ASA,Atlantic Sapphire ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ASA.OL,finmb_367799271,no_market,,1553.682,,-2.37401,-768.449,0.20500004,,,,71286096,,,2.928,,,,1577750400,0.33597,-13152000,-0.193,,0.06933558,39.959015,0,1640908800,1577750400,,,35767773,8607399936,,,,,,,,,,,,,,https://logo.clearbit.com/atlanticsapphire.com,,87,,,,,
ATEA,0605,Technology,"Atea ASA supplies IT infrastructure and related solutions for businesses and public sector organizations in the Nordic countries and Baltic regions. The company provides hardware and software solutions for storing and managing information, as well as tools for virtualization, automation, and security for operating the data center environment; client hardware, software, and services to the requirements of users, applications, security, networks, and computing environments. It also offers hardware and software solutions for running networks, and services to help customers manage their communications; and a range of products to enable collaboration through conferencing, information sharing, and digital productivity solutions. In addition, it provides Device as a Service to various concepts, such as videoconferencing, digital signage, and networks. Atea ASA was founded in 1968 and is headquartered in Oslo, Norway.",Oslo,47 22 09 50 00,Norway,[],http://www.atea.com,1,Karvesvingen 5,,Information Technology Services,107,105,101.314285,0.060747664,0.7065,,107.2,,83392,,107,101.42286,6.5,105,,83392,,,,6.5,1571875200,0.580813,,,105,2,NOK,23.255816,42054,,,,11767110656,,,102940,0.31235692,105,107.2,,20000,42054,137,15.440116,,5.73,66.2,106.8,False,0.060700003,264300,107.2,OSL,ATEA ASA,Atea ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ATEA.OL,finmb_700601,no_market,,0.339,,0.01354,12.361,-0.072790325,,6.93,,109973000,,,33.081,,,,1577750400,0.58987,510000000,4.601,,0.06933558,3.234485,0.25162,1640908800,1593475200,,,81691394,12781132800,,1149206400,1:10,,,0.557,,,,,,,,https://logo.clearbit.com/atea.com,Box 6472 Etterstad,7222,,,,,
ATLA NOK,110,Energy,"P/F Atlantic Petroleum, together with its subsidiaries, engages in the exploration, appraisal, development, and production of oil and gas properties in the Faroe Islands, the United Kingdom, Norway, and Ireland. The company was founded in 1998 and is based in TÃ³rshavn, Denmark.",Torshavn,44 298 59 16 01,Denmark,[],http://www.petroleum.fo,1,Yviri vio Strond 4,,Oil & Gas E&P,6.7,6.28,7.0874286,,0,,6.94,,231,,6.7,6.857714,,6.28,,231,,,,,,1.421511,,,6.28,2,NOK,,482,,,,24597720,,,1473,,6.28,7.24,,0,482,9.9,,,,5.05,6.96,False,,0,6.94,OSL,Atlantic Petroleum,P/F Atlantic Petroleum,Europe/Oslo,CEST,False,7200000,EQUITY,ATLA-NOK.OL,finmb_23704038,no_market,,,,0,,-0.18787879,,,,3697860,,,-6.498,,,,1577750400,0.02009,,-2.673,,0.06933558,,0,1640908800,1585612800,,,3510194,24775662,,,,,,,,,,,,,,https://logo.clearbit.com/petroleum.fo,PO Box 1228,1,,,,,
AURG,1930,Financial Services,"Aurskog Sparebank provides various banking products and services. The company accepts savings accounts; and offers mortgage, car, other vehicle, construction, green business, and corporate loans, as well as small loans and refinancing. It also offers various bank cards; insurance products and services; and pension, guarantee, overdraft, leasing, and mobile and online banking services. The company operates through its branches in BjÃ¸rkelangen, Ãrnes, Jessheim, and SÃ¸rumsand, Norway. Aurskog Sparebank was founded in 1846 and is headquartered in Aurskog, Norway.",Aurskog,47 63 85 44 40,Norway,[],http://aurskog-sparebank.no,1,Senterveien 15,47 63 85 44 41,Banks—Regional,192,192,189,0.057291668,0.3089,,192,,236,,192,188.14285,11,192,,236,,,,11,1582761600,0.04593,,,192,2,NOK,18.592041,10,,,,617122560,,,461,2.5717833,192,192,,37700,10,206,13.684961,,5.5,168,187,False,0.0573,22000,192,OSL,AURSKOG SPAREBANK,Aurskog Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,AURG.OL,finmb_11340276,no_market,,13.829,,0.45536998,,0.07108188,,14.03,,3214180,,,402.525,,,,1577750400,0.00057,33194000,10.327,,0.06933558,0.476989,0.26146,1640908800,1585612800,,,2172368,3318333440,,,,,,-0.42,,,,,,,,https://logo.clearbit.com/aurskog-sparebank.no,,,,,,,
AWDR,AB32 6FL,Energy,"Awilco Drilling PLC provides drilling services to oil and gas companies in the United Kingdom and Norway. It owns and operates two semi-submersible drilling rigs. Awilco Drilling PLC was incorporated in 2009 and is based in Westhill, the United Kingdom.",Westhill,44 12 2473 7900,United Kingdom,[],http://www.awilcodrilling.com,1,2 Kingshill Park,44 12 2473 7905,Oil & Gas Drilling,3.25,3.35,7.129857,0,0,,3.35,,48576,,3.25,3.8062856,0,3.35,,48576,,,,,1526947200,1.443604,,,3.21,4,NOK,,14023,,,,180118944,,,114402,6.1994543,3.21,3.29,,43900,14023,26,-15,,,3.12,3.27,False,,40300,3.35,OSL,AWILCO DRILLING PL,Awilco Drilling PLC,Europe/Oslo,CEST,False,7200000,EQUITY,AWDR.OL,finmb_84006438,no_market,,5.152,,-1.29562,-45.355,-0.8705179,,-0.22,,54581500,,,4.426,,,,1577750400,0.37112,-37643000,-0.68,,0.06933558,0.7455942,0.4371,1640908800,1585612800,,,14488113,149671872,,,,,,,,,,,,,,https://logo.clearbit.com/awilcodrilling.com,Venture Drive Arnhall Business Park,145,,,,,
AVANCE,HM 08,Energy,"Avance Gas Holding Ltd, together with its subsidiaries, engages in the transportation of liquefied petroleum gas (LPG) worldwide. The company transports LPG from the Middle East Gulf and the United States Gulf/the United States East Coast to destinations in Europe, South America, India, and Asia. As of December 31, 2019, it operated through a fleet of 14 very large gas carriers. The company was founded in 2007 and is based in Hamilton, Bermuda.",Hamilton,472 200 4800,Bermuda,[],http://www.avancegas.com,1,Par-la-Ville Place,,Oil & Gas Integrated,19.74,19.58,28.514643,0.0151975695,0.1991,,19.81,,564003,,19.74,18.351715,0.3,19.58,,564003,,,,2.86,1583884800,1.79593,,,19.28,2,NOK,14.564898,462572,,,,1258075008,,,765228,4.3260913,19.28,19.8,,66000,462572,58.4,61.71875,,,16.24,19.7,False,0.1449,90400,19.81,OSL,AVANCE GAS HLDGS L,Avance Gas Holding Ltd,Europe/Oslo,CEST,False,7200000,EQUITY,AVANCE.OL,finmb_116150043,no_market,,5.686,,0.29652,10.839,-0.25928706,,0.32,,63700000,,,6.179,,,,1577750400,0.1523,86232000,1.356,,0.06933558,3.19631,0.36513,1640908800,1585612800,,,44520567,1653649024,,,,,,,,,,,,,,https://logo.clearbit.com/avancegas.com,14 Par-la-Ville Road PO Box HM 1593,8,,,,,
AGS,1366,Industrials,"Axxis Geo Solutions ASA operates as an ocean bottom node seismic company. The company delivers tailored seismic solutions; and provides flexible project management and execution services to oil and gas companies worldwide. The company was founded in 2006 and is based in Lysaker, Norway.",Lysaker,47 48 09 55 55,Norway,[],http://www.axxisgeo.com,1,Strandveien 50,,Marine Shipping,1.05,1.1,0.80844283,,0,,1.1,,4817339,,1.05,0.8811714,,1.1,,4817339,,,,,1545264000,,,,1.02,4,NOK,,444210,,,,62938472,,,1993709,0.7953001,1.02,1.065,,,444210,14.9624,,,,0.4,1.05,False,,,1.1,OSL,AXXIS GEO SOLUTION,Axxis Geo Solutions ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AGS.OL,finmb_610831375,no_market,,0.696,,-0.35246,3.134,-0.912036,,,,58821000,,,0.038,,,,1577750400,0.00071000005,-27893100,-0.641,,0.06933558,28.157898,0.08083,1640908800,1585612800,,,24148969,55050280,,1562112000,1:50,,,,,,,,,,,https://logo.clearbit.com/axxisgeo.com,,8,,,,,
BEL,0216,Industrials,"Belships ASA owns and operates dry bulk ships worldwide. It operates through Dry Bulk and Technical Management segments. The company operates a fleet of 18 ships. It also provides commercial management and ship management services. The company was founded in 1918 and is headquartered in Oslo, Norway.",Oslo,47 22 52 76 00,Norway,[],http://www.belships.com,1,Lilleakerveien 4,47 23 50 08 82,Marine Shipping,6.65,6.65,6.2985716,0.00090225565,0.72730005,,6.65,,5357,,6.65,6.6385713,0.006,6.65,,5357,,,,0.05,1569456000,0.738372,,,6.65,2,NOK,824.99994,800,,,,1502338176,,,18490,11.228573,6.65,6.75,,1650000,800,7.85,82.5,,,5,6.55,False,0.0075,1700000,6.65,OSL,BELSHIPS ASA,Belships ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BEL.OL,finmb_878059,no_market,,12.336,,0.01232,74.3,-0.0567376,,0.08,,227627008,,,0.717,,,,1577750400,0.0864,1649000,0.008,,0.06933558,9.205021,0.81391,1640908800,1585612800,,,46748800,1650574080,,,,,,-1,,,,,,,,https://logo.clearbit.com/belships.com,Box 23 Lilleaker,460,,,,,
ALNG,0250,Industrials,"Awilco LNG ASA, together with its subsidiaries, owns and operates liquefied natural gas (LNG) vessels in Norway. It owns two 156,000 cbm LNG TFDE membrane vessels. The company was founded in 2011 and is based in Oslo, Norway.",Oslo,47 22 01 42 00,Norway,[],http://www.awilcolng.no,1,Beddingen 8,47 22 01 43 70,Integrated Freight & Logistics,1.18,1.18,1.5535357,,0,,1.18,,342473,,1.18,1.2798572,,1.18,,342473,,,,,,1.074418,,,1.12,4,NOK,,72168,,,,152431344,,,295831,3.6501758,1.12,1.15,,500000,72168,4.17,10.454545,,,0.872,1.12,False,,52300,1.18,OSL,AWILCO LNG ASA,Awilco LNG ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ALNG.OL,finmb_133244355,no_market,,9.375,,-0.053039998,20.186,-0.7027708,,0.11,,132549000,,,0.83,,,,1577750400,0.18263,-2215000,-0.016,,0.06933558,1.3855422,0.63137,1640908800,1585612800,,,26517675,391496352,,,,,,,,,,,,,,https://logo.clearbit.com/awilcolng.no,Aker Brygge,8,,,,,
AYFIE-ME,0279,Technology,"Ayfie Group AS, a search company, provides knowledge discovery products and search solutions in the Nordics, Europe, and the United States. The company's platform includes technologies from the big data discovery, insight, linguistic analysis, and content analytics fields. It also provides products for eDiscovery, media, compliance, and search for various industries. In addition, the company offers a text analytics platform, such as forensics over research and automated prediction based on unstructured text data. The company was formerly known as VirtualWorks Group AS. Ayfie Group AS is headquartered in Oslo, Norway.",Oslo,47 48 31 08 00,Norway,[],http://www.ayfie.com,1,Karenslyst Alle 49,,Software—Application,2.6785,2.6,,,0,,2.6,,,,2.6785,,,2.6,,,,,,,,,,,2.401,4,NOK,,448527,,,,260212048,,,,,2.401,2.4895,,,448527,2.6,,,,2.401,2.43,False,,,2.6,OSL,AYFIE GROUP AS,ayfie Group AS,Europe/Oslo,CEST,False,7200000,EQUITY,AYFIE-ME.OL,finmb_420322075,no_market,,,,0,,,,,,,,,,,,,,,,,,0.06933558,,,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/ayfie.com,,,,,,,
