ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err
SBTE,Sparebanken Telemark,Equity certificates,129.0,126.0,129.0,0,,1405.92,,,0.0,0.046,0.1427,3921,Financial Services,"SpareBank 1 Telemark provides banking products and services to private and business customers in Norway. It offers deposit and currency accounts; and car and construction loans, trade credit, mortgage, and operating credit for agriculture. The company also provides factoring, leasing, and bank guarantee services; and liability, asset, property, personal, commercial, project, and car insurance products. In addition, it offers online and mobile banking, billing, cards, and collection services; and advice relating to buying and selling properties. SpareBank 1 Telemark was founded in 1844 and is based in Porsgrunn, Norway.",Porsgrunn,47 915 02 610,Norway,[],http://www.sparebank1.no/nb/telemark/privat.html,1.0,Storgata 117,47 355 69 601,Banks—Regional,129.0,129.0,125.43066,0.060465116,0.4309,,129.0,,960.0,,129.0,127.64706000000001,7.8,129.0,,960.0,,,,5.8,1585267200.0,,,,128.0,2.0,NOK,9.596786,7277.0,,,,1372443904.0,,,1348.0,1.9452886999999999,128.0,128.0,,0.0,7277.0,143.0,,,,109.0,127.0,False,0.045300003,0.0,129.0,OSL,SPAREBANK 1 TELEMK,SpareBank 1 Telemark,Europe/Oslo,CEST,False,7200000.0,EQUITY,SBTE.OL,finmb_33838065,no_market,,11.404000000000002,,0.42736998,,0.07500005,,,,10898600.0,,,320.224,,,,1577750400.0,0.09318,146496000.0,13.442,,,0.402843,0.6461100000000001,1640908800.0,1593475200.0,,,10174852.0,8045923328.0,,,,,,-0.006999999999999999,,,,,,,,https://logo.clearbit.com/sparebank1.no,,,,,,2c4ec891-6da1-3876-8384-b8cff884b924,
SVEG,Sparebanken Vest,Equity certificates,68.8,68.8,68.8,0,LP,7381.9,,,0.1151,0.1437,0.3478,5011,Financial Services,"Sparebanken Vest, a financial services company, provides banking and financing services in the counties of Hordaland, Rogaland, and Sogn og Fjordane, Norway. It operates through Corporate Market, Retail Market, Treasury, and Estate Agency Activities segments. The company is also involved in the estate agency and home mortgages activities. As of December 31, 2019, it had 33 points of sale outlets. The company was founded in 1823 and is headquartered in Bergen, Norway.",Bergen,47 91 50 55 55,Norway,[],http://www.spv.no,1.0,Jonsvollsgaten 2,,Banks—Regional,68.8,68.1,61.021896,0.03517442,0.34080002,,68.8,,57108.0,,68.8,63.682354000000004,2.42,68.1,,57108.0,,,,2.42,1585094400.0,0.564459,,,68.0,2.0,NOK,10.773567,19012.0,,,,7381896192.0,,,52062.0,1.9886574000000001,68.0,68.6,,100000.0,19012.0,73.8,10.886076,,5.88,42.1,68.3,False,0.0352,300000.0,68.8,OSL,SPAREBANKEN VEST,Sparebanken Vest,Europe/Oslo,CEST,False,7200000.0,EQUITY,SVEG.OL,finmb_8081598,no_market,,30.62,,0.48788000000000004,,0.24637687,,6.32,,107295000.0,,,161.512,,,,1577750400.0,0.31427,582000000.0,6.386,,,0.42597458,0.26554,1640908800.0,1593475200.0,,,78181423.0,113661018112.0,,,,,,-0.247,,,,,,,,https://logo.clearbit.com/spv.no,730.0,,,,,7a2d122c-4b88-3068-9aa7-0e98d1c5b807,
SPOG,Sparebanken Øst,Equity certificates,47.1,46.9,47.5,0,,976.44,,,-0.0105,-0.0701,-0.0456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNI,Stolt-Nielsen,Industrials,85.0,87.0,87.0,0,,4549.52,,,0.018000000000000002,-0.2544,-0.0949,WC2B 4HN,Industrials,"Stolt-Nielsen Limited, together with its subsidiaries, provides transportation, storage, and distribution solutions for chemicals and other bulk-liquid products worldwide. The company operates in four segments: Tankers, Tank Containers, Terminals, and Stolt Sea Farm. It transports, stores, and distributes bulk-liquid chemicals, edible oils, acids, petroleum products, and other specialty liquids. The company also produces, processes, and markets seafood, including turbot, sturgeon, caviar, and sole; and transports liquefied petroleum gas. It is also involved in the distribution of bitumen. In addition, it owns and operates liquid natural gas and liquefied petroleum gas carriers. The company was founded in 1959 and is based in London, the United Kingdom. Stolt-Nielsen Limited is a subsidiary of Fiducia Ltd.",London,44 20 7611 8960,United Kingdom,[],http://www.stolt-nielsen.com,1.0,Aldwych House,,Marine Shipping,85.0,84.0,87.90438,0.0,,,85.0,,18003.0,,85.0,84.24412,0.0,84.0,,18003.0,,,,,1587600000.0,0.9802549999999999,,,83.5,2.0,NOK,,678.0,,,,6696273920.0,,,19444.0,3.3157077000000004,83.5,83.9,,400.0,678.0,134.6,56.66666800000001,,5.67,69.6,83.5,False,,145400.0,85.0,OSL,STOLT-NIELSEN LTD,Stolt-Nielsen Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,SNI.OL,finmb_305831,no_market,,3.8789999999999996,,-0.00336,20.323,,,1.5,,63023800.0,,,20.457,,,,1575072000.0,0.11141,-1544000.0,-0.113,,,4.155057,0.61417,1638230400.0,1590883200.0,,,33134761.0,7833634816.0,,,,,,0.01,,,,,,,,https://logo.clearbit.com/stolt-nielsen.com,6749.0,4th Floor 71â91 Aldwych,,,,b9065de0-e668-3a66-871a-60fbe6d371a0,
STB,Storebrand,Financials,52.5,52.46,52.46,0,,24537.98,,,0.0085,-0.2394,0.0023,1327,Financial Services,"Storebrand ASA, through its subsidiaries, primarily provides insurance products and services in Norway and Sweden. It operates through four segments: Savings, Guaranteed Pension, Insurance, and Other. The Savings segment offers retirement savings, defined contribution pensions, asset management, and retail banking products. The Insurance segment provides health insurance, property and casualty insurance, personal risk products, employer's liability insurance, and pension-related insurance products. The Guaranteed Pension segment offers long-term pension savings products, such as defined benefit pensions, paid-up policies, and individual capital and pension insurance products. The Other segment provides life insurance products; and loans. The company also offers securities, and banking and investment services. It serves private individuals, corporate and retail markets, companies, municipalities, and public sector. Storebrand ASA was founded in 1767 and is headquartered in Lysaker, Norway.",Lysaker,47 22 31 50 50,Norway,[],http://www.storebrand.no,1.0,Professor Kohts vei 9,,Financial Conglomerates,52.74,52.68,51.205436999999996,0.061623055,0.0,,53.14,,1630302.0,,52.74,51.757355,3.25,52.68,,1630302.0,,,,,1587600000.0,1.271777,,,52.3,2.0,NOK,13.335026999999998,1039379.0,,,,24537976832.0,,,2427772.0,0.38754168,52.3,52.58,,81400.0,1039379.0,74.9,9.242958,,,33.84,52.52,False,,115200.0,53.14,OSL,STOREBRAND ASA,Storebrand ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,STB.OL,finmb_876161,no_market,,0.82,,0.02922,17.012999999999998,-0.02585882,,5.68,,467390016.0,,,73.592,,,,1577750400.0,0.64619005,1838000000.0,3.937,,,0.71339273,0.059570000000000005,1640908800.0,1593475200.0,,,457939559.0,51925159936.0,,,,,,-0.002,,,,,,,,https://logo.clearbit.com/storebrand.no,1683.0,P.O. Box 500,,,,51fabac2-38a8-3ceb-a804-75f790a366ca,
STORM,Storm Real Estate,Real estate,3.6,3.16,3.5,0,,31.8,,,0.118,0.0588,-0.027000000000000003,,Real Estate,"Storm Real Estate ASA, an investment company, acquires and manages real estate properties in Russia. It owns and operates the Gasfield office building in Moscow with a net lettable area of approximately 11,500 square meters. Storm Real Estate ASA was founded in 2007 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.stormrealestate.no,1.0,Haakon VIIS gate 5,,Real Estate Services,3.4,3.12,2.60073,0.12617646,0.0,,3.6,,13695.0,,3.4,3.3705883,0.429,3.12,,13695.0,,,,,1464307200.0,1.486643,,,3.12,4.0,NOK,,1811.0,,,,31804416.0,,,67226.0,10.955707,3.12,3.46,,80000.0,1811.0,6.45,39.999996,,,1.26,3.12,False,,100000.0,3.6,OSL,STORM REAL EST ASA,Storm Real Estate ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,STORM.OL,finmb_38919651,no_market,,16.957,,-0.10815999999999999,91.501,-0.23766816,,0.09,,8834560.0,,,0.534,,,,1577750400.0,0.0,-314000.0,-0.036000000000000004,,,6.741573299999999,0.47079,1640908800.0,1577750400.0,,,4904419.0,49227516.0,,1562716800.0,1:10,,,-0.45,,,,,,,,https://logo.clearbit.com/stormrealestate.no,5.0,,,,,dd6c75a6-28b5-3002-8b2b-f8724872256a,
STRONG,StrongPoint,Information technology,17.65,17.5,17.5,0,LP,781.55,,,0.1424,0.4708,0.5085000000000001,2005,Industrials,"StrongPoint ASA develops and sells technology solutions for e-commerce and store operations in Norway, Sweden, and internationally. It operates through three segments: Retail Technology, Cash Security, and Labels. The company offers various retail solutions, including cash management, select and collect, click and collect, self-service, and electronic shelf labelling solutions, as well as retail management software and other solutions; and consultative services. It also provides cash security solutions for secure cash logistics. In addition, the company offers intelligent banknote neutralization system technology that protects cash in transit. Further, it sells retail solutions from third party technology providers and technology products; and manufactures and sells self-adhesive labels for various products and applications, as well as provides label design and printing services. The company was formerly known as PSI Group ASA and changed its name to StrongPoint ASA in September 2015. StrongPoint ASA is headquartered in RÃ¦lingen, Norway.",RÃ¦lingen,47 03254,Norway,[],http://www.strongpoint.com,1.0,Slynga 10,,Business Equipment & Supplies,17.8,17.7,12.526058,0.03370787,0.0,,17.7,,49225.0,,17.8,16.042645999999998,0.6,17.7,,49225.0,,,,,1556496000.0,0.566782,,,17.5,2.0,NOK,39.22222,36046.0,,,,781547264.0,,,104652.0,0.70793283,17.5,17.65,,406900.0,36046.0,19.2,16.045454,,,8.56,17.5,False,,200000.0,17.7,OSL,STRONGPOINT ASA,StrongPoint ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,STRONG.OL,finmb_20358742,no_market,,0.836,,0.018170001,14.929,0.51489353,,1.1,,44280300.0,,,6.907,,,,1577750400.0,0.31468,20063000.0,0.45,,,2.5553784,0.31726,1640908800.0,1593475200.0,,,28472734.0,923458048.0,,1115596800.0,1:10,,,0.051,,,,,,,,https://logo.clearbit.com/strongpoint.com,512.0,,,,,f08e3dc2-bb19-3597-895c-d147eea96f66,
SUBC,Subsea 7,Energy,70.66,70.66,70.66,0,,21001.26,,,0.0661,-0.3267,-0.1572,2086,Energy,"Subsea 7 S.A. delivers offshore projects and services for the evolving energy industry worldwide. It provides subsea field development products and services, including project management, design and engineering, procurement, fabrication, survey, installation, and commissioning of production facilities on the seabed and the tie-back of its facilities to fixed or floating platforms or to the shore. The company also offers engineering, procurement, construction, and installation of subsea umbilicals, risers, and flowlines; life of field services, such as inspection, repair, maintenance, integrity management, and remote intervention of subsea infrastructure; conventional services comprising fabrication, installation, extension, and refurbishment of fixed and floating platforms and associated pipelines; hook-up services; and refurbishment of fixed and floating platforms and associated pipelines in shallow water. In addition, it operates heavy lifting operations for oil and gas structures; and installs offshore wind farm foundations and inter-array cables, as well as engages in the decommissioning of redundant offshore structures. Further, the company provides remotely operated vehicles (ROVs) and tooling services to support exploration and production activities. It has a fleet of 5 chartered vessels and 91 ROVs. Subsea 7 S.A. was incorporated in 1993 and is based in Luxembourg City, Luxembourg.",Luxembourg City,,Luxembourg,[],http://www.subsea7.com,1.0,"412F, Route d'Esch",,Oil & Gas Equipment & Services,71.46,70.18,66.0592,,0.0,,71.46,,655036.0,,71.46,67.23940999999999,,70.18,,655036.0,,,,,1556150400.0,1.630662,,,70.18,2.0,NOK,,368932.0,,,,21000931328.0,,,1138249.0,6.280183,70.18,70.68,,128000.0,368932.0,110.1,282.64,,,38.5,70.66,False,,37100.0,71.46,OSL,SUBSEA 7 S.A.,Subsea 7 S.A.,Europe/Oslo,CEST,False,7200000.0,EQUITY,SUBC.OL,finmb_359868,no_market,,6.369,,-0.31124002,52.861999999999995,-0.17272514,,0.25,,297211008.0,,,14.515999999999998,,,,1577750400.0,0.61302,-1040800000.0,-3.495,,,4.8677325,0.24015999999999998,1640908800.0,1593475200.0,,,223844129.0,21298065408.0,,,,,,,,,,,,,,https://logo.clearbit.com/subsea7.com,,,,,,8610c031-034f-3083-a212-b713518bf428,
SUNSB-ME,Sunndal Sparebank,Equity certificates,114.0,113.0,115.0,0,LP,154.15,,,,0.0668,0.1153,6600,Financial Services,"Sunndal Sparebank, a savings bank, provides banking products and services for private and corporate customers in Norway. It offers payment and card solutions, such as BankID on mobile, bank cards, credit, mobile and online banking, international payments, Visa cards, and VIPPS; auto, building, holiday home, property, income, UNG, health, children, death fall, critical illness, disability, and other insurance, as well as health policies; car loans, mortgages, loans to other vehicles, and loans and refinancing; and savings and pensions, including share savings accounts, bank savings, BSU, fund savings, IPS, retirement savings, deposits pension, and VPS investor services to private customers. The company provides payment and card solutions, such as bank cards, payment terminals, eGiro/OCR, billing, credit, Web and mobile banking, and other payment services; financing solutions, including bank guarantees, construction loans, overdrafts, leasing, and corporate loans; liability, customer's, cyber, farmhouse agriculture, operating equipment and crop, property, health, landlord, home, craft, car, commercial, personal, travel, goods during transport, and occupational injuries insurance; savings and pensions; and other accounts and services to businesses in construction, property, trade and services, and agriculture industries. The company was founded in 1892 and is based in SunndalsÃ¸ra, Norway.",SunndalsÃ¸ra,47 71 68 91 00,Norway,[],http://sunndal-sparebank.no,1.0,Sunndalsveien 15,,Banks—Regional,114.0,114.0,110.27006999999999,0.07017544,0.29600000000000004,,114.0,,60.0,,114.0,111.20588000000001,8.0,114.0,,60.0,,,,8.0,1585267200.0,0.163578,,,114.0,2.0,NOK,16.40524,300.0,,,,154713952.0,,,228.0,1.6483306,114.0,115.0,,,300.0,117.0,,,,106.0,113.0,False,0.070199996,,114.0,OSL,SUNNDAL SPAREBANK,Sunndal Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,SUNSB-ME.OL,finmb_32452702,no_market,,4.489,,0.37075,,0.045871615,,,,1357140.0,,,369.061,,,,1577750400.0,0.015420001000000001,5527000.0,6.949,,,0.308892,0.0,1640908800.0,1585612800.0,,,931366.0,421316192.0,,,,,,-0.441,,,,,,,,https://logo.clearbit.com/sunndal-sparebank.no,,,,,,dd197052-51d0-31d7-81d4-de6977485aa6,
SUSB-ME,Surnadal Sparebank,Equity certificates,109.0,108.0,109.0,0,LP,219.02,,,0.0283,0.0363,0.0733,6650,Financial Services,"Surnadal Sparebank, an independent savings bank, provides various banking product and services to individuals and businesses in Norway. The company offers savings and pension accounts. It also provides mortgage, car, other vehicles, motor homes/caravans, motorcycles/quads, snowmobiles, construction, and home loans, as well as small loans and refinancing, and bridge financing; bank guarantees; and overdraft services. In addition, the company offers various insurance products, such as home and leisure insurance; liability, customer's, cyber, farm building agriculture, operating tools and crop, property, health, landlord, craft, commercial, personal, travel, large car, goods during transport, and occupational injuries insurance, as well as home insurance agriculture products; vehicle insurance comprising ATV/Quad biking, motorhome, boat, caravan, motorcycle, moped and scooter, private tractor, veteran vehicle, and snowmobile; and other insurance, including horse, and dog and breed cat. Further, it provides mobile, online, and Internet banking services; credit cards; bank cards; overseas payment services; fund savings; mobile payments; and vehicles, machinery, operating equipment, and movable properties leasing services. Additionally, the company offers iZettle, a mobile payment terminal. Surnadal Sparebank was founded in 1842 and is based in Surnadal, Norway.",Surnadal,47 71 66 27 00,Norway,[],http://www.bank.no,1.0,BÃ¥rdshaugvegen 7,47 71 66 27 27,Banks—Regional,108.0,109.0,106.84671999999999,0.06481481,0.2025,,109.0,,329.0,,108.0,106.76471000000001,7.0,109.0,,329.0,,,,7.0,1583280000.0,0.243302,,,109.0,2.0,NOK,3.282836,100.0,,,,219672064.0,,,485.0,1.4261365,109.0,109.0,,,100.0,117.0,,,,100.0,107.0,False,0.0654,,109.0,OSL,SURNADAL SPAREBANK,Surnadal Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,SUSB-ME.OL,finmb_58060310,no_market,,3.9819999999999998,,0.43442002,,-0.03997439,,,,2015340.0,,,421.213,,,,1577750400.0,0.03771,66915000.0,33.203,,,0.25877643,0.0,1640908800.0,1585612800.0,,,1899140.0,613348608.0,,,,,,-0.40700000000000003,,,,,,,,https://logo.clearbit.com/bank.no,,,,,,2e02084b-fec2-35c2-980f-3a238c630cc9,
TRVX,Targovax,Health care,6.6,6.6,6.6,0,,502.18,,,0.0296,-0.2466,0.2453,0283,Healthcare,"Targovax ASA, a clinical stage immuno-oncology company, engages in the development of oncolytic viruses to target hard-to-treat solid tumors. Its lead product candidate is ONCOS-102 that is in Phase I/II clinical studies for the treatment of mesothelioma, melanoma, peritoneal disease, and prostate cancer. It also develops neoantigen cancer vaccines targeting tumors with oncogenic RASÂmutations. The company has collaboration agreements with Cancer Research Institute, Ludwig Cancer Research, and AstraZeneca to develop ONCOS-102 for peritoneal disease; Sotio to develop ONCOS-102 for prostate cancer; Valo Therapeutics to develop RAS neoantigen coating of ONCOS viruses using PeptiCRAd technology; and Merck & Co., Inc. to evaluate ONCOS-102 in combination with KEYTRUDA in mesothelioma. Targovax ASA is based in Oslo, Norway.",Oslo,47 21 39 88 10,Norway,[],http://www.targovax.com,1.0,Lilleakerveien 2C,,Biotechnology,6.4,6.4,6.705912599999999,,0.0,,6.6,,106490.0,,6.4,6.5764704,,6.4,,106490.0,,,,,,2.0592330000000003,,,6.3,2.0,NOK,,107836.0,,,,486959872.0,,,310509.0,189.99605,6.3,6.54,,0.0,107836.0,12.0,-2.3157895,,,3.515,6.48,False,,0.0,6.6,OSL,TARGOVAX ASA,Targovax ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,TRVX.OL,finmb_144098164,no_market,,169.78799999999998,,0.0,-3.245,0.17647064,,-2.85,,76087504.0,,,5.3870000000000005,,,,1577750400.0,0.25366,-132435000.0,-2.02,,,1.2251717,0.122279994,1640908800.0,1585612800.0,,,52861785.0,435165440.0,,,,,,,,,,,,,,https://logo.clearbit.com/targovax.com,20.0,,,,,fccf11ea-fe66-3f46-abef-9e2d0c89d3ee,
TEAM,Team Tankers International,Industrials,3.34,3.34,3.42,0,,676.86,,,0.0437,-0.3815,-0.4191,HM 11,Industrials,"Team Tankers International Ltd., a shipping company, owns and operates chemical tankers for the seaborne transportation of liquid chemicals worldwide. The company transports various cargoes, such as organic chemicals, non-organic chemicals, petroleum products, vegetable oils, and lube oils. It operates 31 owned and 9 leased vessels. The company serves industrial chemical, oil, and mining companies. Team Tankers International Ltd. was founded in 1883 and is headquartered in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.teamtankers.com,1.0,Williams House,,Marine Shipping,3.4,3.1,4.550365,,0.0,,3.4,,3534.0,,3.4,3.3841175999999997,,3.1,,3534.0,,,,,,-0.337979,,,3.1,4.0,NOK,,12380.0,,,,677956480.0,,,17498.0,2.1071562999999998,3.1,3.32,,,12380.0,7.65,,,,3.0,0.0,False,,,3.4,OSL,TEAM TANKERS INTL,Team Tankers International Ltd.,Europe/Oslo,CEST,False,7200000.0,EQUITY,TEAM.OL,finmb_28747656,no_market,,2.539,,-0.12687999,37.516,-0.40869564,,,,202980992.0,,,1.6569999999999998,,,,1577750400.0,0.00877,-40821000.0,-0.21600000000000003,,,2.015691,0.113129996,1640908800.0,1585612800.0,,,139405841.0,816910272.0,,,,,,,,,,,,,,https://logo.clearbit.com/teamtankers.com,88.0,4th Floor 20 Reid Street,,,,9eb2925f-168c-30d3-8255-c18bb3011de9,
TECH,Techstep,Information technology,3.24,3.48,4.0,0,,527.45,,,0.2756,-0.0442,-0.1451,0667,Technology,"Techstep ASA provides digital workplace services in Norway and Sweden. It offers mobile hardware, service, support, and mobility consultancy services; and software as a service telecom expense management modules. The company also provides industry-leading cloud-based PBX solutions and enterprise mobility management services, including mobile security, system design, implementation, and mobile device management. Techstep ASA is headquartered in Oslo, Norway.",Oslo,47 23 17 23 50,Norway,[],http://www.techstepasa.no,1.0,BrynsallEen 4,,Software—Application,3.1,3.5,2.6832848,,0.0,,3.5,,102587.0,,3.1,2.7911766,,3.5,,102587.0,,,,,,0.344333,,,3.2,4.0,NOK,,15630.0,,,,527449280.0,,,44789.0,0.46241722,3.2,3.36,,60000.0,15630.0,3.99,,,,1.95,3.34,False,,72100.0,3.5,OSL,TECHSTEP ASA,Techstep ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,TECH.OL,finmb_371366152,no_market,,0.498,,-0.058130004000000006,31.683000000000003,-0.18205804,,,,162792992.0,,,2.905,,,,1577750400.0,0.027460001,-66303000.0,-0.402,,,1.1153183999999998,0.75827,1640908800.0,1585612800.0,,,37517372.0,567945600.0,,1457654400.0,1:10,,,,,,,,,,,https://logo.clearbit.com/techstepasa.no,212.0,,,,,98dc7594-ff78-3c96-a31e-cdf580ce8a5f,
TEL,Telenor,Communication services,147.35,147.5,147.5,0,,206210.14,,,-0.0077,-0.0361,-0.1539,1360,Communication Services,"Telenor ASA, together with its subsidiaries, operates as a telecommunication company worldwide. Its principal products and services include mobile communication, fixed line communication, and broadcasting services. The company's mobile communication services comprise voice, data, internet, and content services, as well as customer equipment and messaging. Its fixed line services consist of telephony, Internet and TV, and leased lines, as well as data and managed services; and broadcast services include broadcasting and data communication services through satellite, and terrestrial radio and TV transmission. The company also provides wholesale services that enable the operators to route international voice, messaging, data, and signaling traffic through a single connection to a global network, as well as handles international roaming relationships. In addition, it offers digital services, such as international communication services and machine to machine communication, as well as Internet based services, digital media advertising, and financial services. Further, the company sells mobile devices/phones. Telenor ASA was founded in 1855 and is headquartered in Fornebu, Norway.",Fornebu,47 81 07 70 00,Norway,[],http://www.telenor.com,1.0,SnarÃ¸yveien 30,,Telecom Services,147.0,146.7,150.38394,0.059183672,2.1818,,147.55,,1238153.0,,147.0,144.86177,8.7,146.7,,1238153.0,,,,8.6,1602115200.0,0.271196,,,146.0,2.0,NOK,33.687702,904740.0,,,,209628954624.0,,,1695395.0,1.7180308000000002,146.0,147.1,,301900.0,904740.0,189.65,14.735001,,4.98,130.75,147.15,False,0.0585,230500.0,147.55,OSL,TELENOR ASA,Telenor ASA,Europe/Oslo,CEST,True,7200000.0,EQUITY,TEL.OL,finmb_658535,no_market,,2.9189999999999996,,0.050980000000000004,7.904,-0.20454544,,10.0,,1422659968.0,,,19.729,,,,1577750400.0,0.30785,5539999744.0,4.374,,,7.468701400000001,0.53981996,1640908800.0,1593475200.0,,,613954891.0,356146085888.0,,,,,,0.55,,,,,,,,https://logo.clearbit.com/telenor.com,20000.0,,,,,cb2fb510-025f-3c23-9069-f636f51e0aa3,
TGS,TGS-NOPEC Geophysical Company,Energy,133.9,135.0,135.0,0,,15653.89,,,-0.06860000000000001,-0.4818,-0.3059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THIN,Thin Film Electronics,Information technology,0.34,0.34,0.34,0,,120.82,,,0.0725,-0.701,-0.7278,0160,Technology,"Thin Film Electronics ASA provides near field communications (NFC) solutions in Norway and internationally. The company offers NFC tags, electronic article surveillance anti-theft tags, and printed integrated systems. It also provides hardware, software, and integration services; and energy storage solutions for wearable devices, connected sensors, and others using solid-state lithium battery technology. The company was founded in 2005 and is headquartered in Oslo, Norway.",Oslo,47 22 42 45 00,Norway,[],http://www.thinfilmnfc.com,1.0,Fridtjof Nansens Plass 4,,Electronic Components,0.3404,0.348,0.89178175,,0.0,,0.348,,1724165.0,,0.3404,0.36678237,,0.348,,1724165.0,,,,,,2.038908,,,0.34,4.0,NOK,,798963.0,,,,120823072.0,,,4808516.0,152.9406,0.34,0.341,,2859200.0,798963.0,5.8,-6.8,,,0.2912,0.34,False,,1223200.0,0.348,OSL,THIN FILM ELECTRON,Thin Film Electronics ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,THIN.OL,finmb_740992,no_market,,55.118,,0.0,-1.0979999999999999,-0.8670312,,-0.05,,355361984.0,,,-0.387,,,,1577750400.0,0.06763,-69498000.0,-1.19,,,,0.02408,1640908800.0,1585612800.0,,,43445147.0,43543000.0,,1572566400.0,1:20,,,,,,,,,,,https://logo.clearbit.com/thinfilmnfc.com,23.0,,,,,bea67659-9f1f-30a2-9bb3-0fd9bcef7d7c,
