ticker,industry,sector,companyOfficers,maxAge,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,zip,longBusinessSummary,city,phone,country,website,address1,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,address2
GENT-ME,Medical Laboratories & Research,Healthcare,[],1,61,61.5,52.144524,,0,,61.5,,7945,,61,57.735294,,61.5,,7945,,,,,,0.736526,,,60.5,2,NOK,,5085,,,,931863360,,,7702,14.921273,60.5,61,,,5085,66.8,,,,38,60.5,False,,,61.5,OSL,GENTIAN DIAGNOSTIC,Gentian Diagnostics AS,Europe/Oslo,CEST,False,7200000,EQUITY,GENT-ME.OL,finmb_413765020,no_market,,12.525,,-0.61030996,-31.242,0.22489965,,,,15402700,,,13.222,,,,1577750400,0.26522,-38115000,-2.477,,0.14836037,4.575707,0.48766997,1640908800,1585612800,,,6773345,782201792,,,,,,,,,,,,,,,46,,,,,,,,,,,,,
FKRAFT,Electric Utilities,Utilities,[],1,80.9,81.4,73.759125,0.037082817,0.5528,,81.4,,99837,,80.9,77.85294,3,81.4,,99837,,,,3,1587600000,0.182557,,,80.1,2,NOK,20.241083,70665,,,,8429631488,,,237210,1.4318696,80.1,80.8,,0,70665,85.9,,,,42.1,80.6,False,0.0374,0,81.4,OSL,FJORDKRAFT HLDG,Fjordkraft Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,FKRAFT.OL,finmb_551325968,no_market,,1.352,,0.07124,13.414,0.81634927,,,,104586000,,,11.131,,,,1577750400,0.41085997,419416000,3.982,,0.14836037,7.241039,0.3204,1640908800,1585612800,,,85416677,7958056448,,,,,,0.366,,,,,,,,,293,,,,,,,,,,,,,
GIG,Gaming Activities,Services,[],1,7.7,8.14,5.3053284,,0,,8.14,,261778,,7.7,6.395882,,8.14,,261778,,,,,,0.837398,,,7.65,2,NOK,,771989,,,,689442880,,,204315,,7.65,7.69,,86600,771989,11.5,76.6,,,2.05,7.66,False,,1568100,8.14,OSL,GAMING INNOVATION,Gaming Innovation Group Inc.,Europe/Oslo,CEST,False,7200000,EQUITY,GIG.OL,finmb_285246636,no_market,,,,-1.50549,,-0.32456142,,0.1,,90005600,,,1.355,,,,1577750400,0.13146,,-0.08,,0.14836037,5.6531363,0.53973,1640908800,1585612800,,,37909470,693043328,,1545177600,1:10,,,,,,,,,,,,594,,,,,,,,,,,,,
EPIC-ME,Oil & Gas Pipelines,Basic Materials,[],1,15,15,13.848905,,0,,15,,60,,15,14.105883,,15,,60,,,,,,0.321138,,,15,2,NOK,,0,,,,1599000064,,,164,8.8501835,15,16.7,,,0,16.5,,,,13.4,15.7,False,,,15,OSL,EPIC GAS LTD,Epic Gas Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,EPIC-ME.OL,finmb_254340014,no_market,,10.666,,-0.01735,46.266,0.07142854,,0.03,,106600000,,,2.727,,,,1577750400,0,-3134591,-0.029,,0.14836037,5.5005503,0.83456004,1640908800,1585612800,,,17242550,1927000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOGL,Shipping,Services,[],1,35.5,36.2,35.996933,0.008450705,,,37,,727313,,35.5,36.28706,0.3,36.2,,727313,,,,2.24,1583366400,1.718681,,,36,2,NOK,,856753,,,,5261168128,,,1074390,7.316659,36,36.72,,470900,856753,59.6,,,,26.5,36.7,False,0.0625,400000,37,OSL,GOLDEN OCEAN GROUP,Golden Ocean Group Limited,Europe/Oslo,CEST,False,7200000,EQUITY,GOGL.OL,finmb_262789605,no_market,,8.882,,-0.16155,34.206,-0.29911852,,,,143278000,,,9.389,,,,1577750400,0.2715,-116166000,-0.818,,0.14836037,3.9109597,0.36176997,1640908800,1585612800,,,91444125,6386826240,,1470009600,1:5,,,,,,,,,,,,37,,,,,,,,,,,,,
GEOS-ME,Air Delivery & Freight Services,Services,[],1,1.03,1.03,1.73,,0,,1.03,,0,,1.03,1.175294,,1.03,,0,,,,,,0.344751,,,1.03,4,NOK,,0,,,,47044012,,,1003,0.42625448,1.03,0,,,0,5.9,,,,1,1.05,False,,,1.03,OSL,GOLDEN ENGY OFFSHO,Golden Energy Offshore Services AS,Europe/Oslo,CEST,False,7200000,EQUITY,GEOS-ME.OL,finmb_382050544,no_market,,2.633,,-0.15581,17.076,-0.81929827,,,,45673800,,,8.079,,,,1577750400,0.4456,-17196492,-0.541,,0.14836037,0.12749101,0,1640908800,1577750400,,,19335649,290545120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRA,Property Management,Financial,[],1,127,127,132.60803,0.037795275,0.3717,,128.5,,257347,,127,126.65,4.8,127,,257347,,,,4.8,1601596800,0.519744,,,127,2,NOK,9.9296875,427741,,,,23148976128,,,420867,9.103019,127,127.2,,168600,427741,168.6,17.555248,,3.68,96.2,127.1,False,0.0378,193700,128.5,OSL,ENTRA ASA,Entra ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ENTRA.OL,finmb_254167079,no_market,,17.906,,0.91663,20.52,-0.039334297,,7.24,,182132000,,,125.59,,,,1577750400,0.5023,2331000064,12.8,,0.14836037,1.0120232,0.22298999,1640908800,1593475200,,,150093205,45533769728,,,,,,0.004,,,,,,,,,181,,,,,,,,,,,,,
GJF,Property & Casualty Insurance,Financial,[],1,185.1,185.5,184.70694,0.03835764,0,,188.5,,261631,,185.1,185.69118,7.1,185.5,,261631,,,,,1585267200,0.430313,,,185.4,2,NOK,23.698908,189041,,,,93349994496,,,502950,3.3845885,185.4,186.8,,118100,189041,208.8,19.611343,,,145.25,186.7,False,,96300,188.5,OSL,GJENSIDIGE FORSIKR,Gjensidige Forsikring ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GJF.OL,finmb_4497069,no_market,,1.84,,0.14283,9.651,0.104557514,,9.52,,500000000,,,56.1,,,,1577750400,0.30024,3939399936,7.878,,0.14836037,3.3279858,0.6395,1640908800,1593475200,,,497370053,50747867136,,,,,,0.455,,,,,,,,,3620,,,,,,,,,,,,,
GRONG-ME,Money Center Banks,Financial,[],1,112,112,107.985405,0.0625,0.9235,,112,,548,,112,111.97059,7,112,,548,,,,7,1584057600,0.054574,,,112,2,NOK,14.692378,45,,,,332917760,,,941,1.9023871,112,112,,,45,118,,,,96,108,False,0.0625,,112,OSL,GRONG SPAREBANK,Grong Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,GRONG-ME.OL,finmb_42115965,no_market,,8.904,,0.28221,,0.06666672,,,,2972480,,,256.785,,,,1577750400,0.03611,24044000,7.623,,,0.43616253,0,1640908800,1585612800,,,1992599,1558131200,,,,,,-0.37,,,,,,,,,,,,,,,,,,,,,e1a9280d-7287-3862-aa78-b95ec7bce240,
GOD,General Contractors,Industrial Goods,[],1,6.55,6.75,6.5275183,0.22900763,0,,8.4,,8053,,6.55,6.7764707,1.5,6.75,,8053,,,,,1398643200,1.193379,,,6.75,2,NOK,827.7778,113999,,,,168478768,,,19381,0.37377182,6.75,7.45,,27800,113999,9,,,,4.72,7.3,False,,66200,8.4,OSL,GOODTECH ASA,Goodtech ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GOD.OL,finmb_7668624,no_market,,0.396,,0.00045000002,-42.075,0,,,,22614600,,,10.152,,,,1577750400,0.029460002,-8442000,0.009,,,0.7338455,0.59415,1640908800,1585612800,,,12468544,178610448,,1336348800,1:10,,,-0.839,,,,,,,,,,,,,,,,,,,,,29ef84a6-23af-3318-aff7-9e049cd7307d,
GYL,Publishing - Newspapers,Services,[],1,482,470,493.51096,0.020746889,0.4337,,470,,82,,482,490.14706,10,470,,82,,,,7,1593129600,0.171312,,,470,2,NOK,29.123806,4,,,,1084351104,,,45,0.53550875,470,498,,7100,4,600,,,2.01,326,478,False,0.0145000005,1300,470,OSL,GYLDENDAL ASA,Gyldendal ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GYL.OL,finmb_9237616,no_market,,0.578,,0.01839,10.315,0.22335029,,,,2307130,,,356.812,,,,1577750400,0,37232000,16.138,,,1.3172202,0.95658,1640908800,1577750400,,,,1170031104,,,,,,-0.103,,,,,,,,,,,,,,,,,,,,,416c704a-5f3e-33e9-8594-1e79dea9083e,
HYARD,Aerospace/Defense - Major Diversified,Industrial Goods,[],1,1.9,1.91,2.2814598,0.2368421,0,,2.24,,15132,,1.9,2.1563234,0.45,1.91,,15132,,,,,1425254400,0.407084,,,1.9,4,NOK,,53123,,,,51924596,,,33887,0.017796755,1.9,2.07,,100000,53123,7.28,,,,1.3,1.955,False,,299000,2.24,OSL,HAVYARD GROUP ASA,Havyard Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HYARD.OL,finmb_95307648,no_market,,0.304,,-0.07383,-5.266,-0.7285714,,,,24726000,,,6.653,,,,1546214400,0.0793,-215399008,-8.68,,,0.31564707,0.73204005,1609372800,1561852800,,,8351698,887876352,,,,,,,,,,,,,,,693,,,,,,,,,,,,39294dbc-e16c-30e4-8e1d-0fdc55fbf2d1,
HAVI,Oil & Gas Equipment & Services,Basic Materials,[],1,2.82,2.82,2.6406934,,0,,2.82,,52794,,2.82,2.549706,,2.82,,52794,,,,,1210809600,1.425667,,,2.66,4,NOK,,18096,,,,66573640,,,26793,0.08637581,2.66,2.8,,270700,18096,4.3,-1.4,,,1.5,2.78,False,,200000,2.82,OSL,HAVILA SHIPPING,Havila Shipping ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HAVI.OL,finmb_11146483,no_market,,5.851,,-0.59742,18.175,-0.23577237,,-2,,23776300,,,-53.249,,,,1577750400,0.00425,-460457984,-19.366,,,,0.68297,1640908800,1585612800,,,9678381,4509565952,,1515024000,1:100,,,,,,,,,,,,498,,,,,,,,,,,,97d680e0-43b0-3386-b16b-bae208f3d7f9,
HUNT,Oil & Gas Equipment & Services,Basic Materials,[],1,3.2,3.2,3.729781,,0,,3.255,,1103034,,3.2,3.2339706,,3.2,,1103034,,,,,,-0.04065,,,3.2,4,NOK,70.21739,1514700,,,,1858419200,,,1939675,56.108303,3.2,3.24,,0,1514700,6.05,323,,,3,3.225,False,,0,3.255,OSL,HUNTER GROUP ASA,Hunter Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HUNT.OL,finmb_23568458,no_market,,61.564,,0.82691,79.264,-0.062957525,,0.01,,575361984,,,0.388,,,,1577750400,0.15904,27389000,0.046,,,8.324742,0.45485002,1640908800,1585612800,,,291150439,2039106432,,1512691200,1:10,,,34.55,,,,,,,,,3,,,,,,,,,,,,170d6877-c6c5-3d97-b22b-94bb52c858e2,
HELG,Money Center Banks,Financial,[],1,82.5,82.5,75.65694,0.06484848,0,,84,,4676,,82.5,77.838234,5.35,82.5,,4676,,,,2.7,1588636800,0.688153,,,82.5,2,NOK,9.383832,8550,,,,1731471360,,,6030,2.709658,82.5,83.5,,203100,8550,90,8.042636,,3.83,60,83,False,0.0327,67000,84,OSL,HELGELAND SPAREBK,Helgeland Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,HELG.OL,finmb_9857922,no_market,,19.623,,0.40219003,,0.018518567,,10.32,,20861100,,,171.516,,,,1577750400,0.1546,186000000,8.845,,,0.48391986,0.56207,1640908800,1585612800,,,11769198,12539039744,,1270512000,2:1,,,-0.676,,,,,,,,,148,,,,,,,,,,,,bfb69ecc-9ef2-3f88-8f3a-2ef7adbda9bb,
IFISH-ME,,,[],1,33.5,33.5,34.79193,,0,,34,,6235,,33.5,34.613087,,33.5,,6235,,,,,,,,,33.5,2,NOK,2266.6667,23194,,,,1836000000,,,26047,55.10862,33.5,34,,,23194,42.735,,,,32.1,33.9,False,,,34,OSL,ICE FISH FARM AS,Ice Fish Farm AS,Europe/Oslo,CEST,False,7200000,EQUITY,IFISH-ME.OL,finmb_275808956,no_market,,54.298,,0.024500001,485.688,Infinity,,,,54000000,,,0.466,,,,1577750400,,816322,0.015,,,72.96137,,1640908800,,,,10814580,1808999936,,,,,,,,,,,,,,,37,,,,,,,,,,,,bbf47d02-2d72-3ef1-9930-7d22ee91b33f,
HBC,Biotechnology,Healthcare,[],1,8.68,8.7,8.3202915,,0,,8.72,,24635,,8.68,8.884706,,8.7,,24635,,,,,,0.779326,,,8.42,2,NOK,,32051,,,,2856318976,,,96190,39.881584,8.42,8.72,,619400,32051,10.95,,,,3.76,8.68,False,,800000,8.72,OSL,HOFSETH BIOCARE AS,Hofseth BioCare ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HBC.OL,finmb_138820134,no_market,,40.531,,-1.20715,-48.07,,,,,329068992,,,0.375,,,,1577750400,0.23933001,-86456000,-0.275,,,23.146667,0.52830005,1640908800,1585612800,,,140919308,2902834176,,,,,,,,,,,,,,,51,,,,,,,,,,,,6bd38704-57b8-3fb3-9c4b-d15b5b6fff8e,
IDEX,Technical & System Software,Technology,[],1,1.67,1.764,1.2701606,,0,,1.794,,4181413,,1.67,1.4864118,,1.764,,4181413,,,,,,2.815331,,,1.706,4,NOK,,4688715,,,,1346520448,,,5601661,4521.3013,1.706,1.726,,5500,4688715,2.53,-6.3629627,,,0.2905,1.718,False,,123000,1.794,OSL,IDEX BIOMETRICS,IDEX Biometrics ASA,Europe/Oslo,CEST,False,7200000,EQUITY,IDEX.OL,finmb_20344818,no_market,,4372.841,,0,-52.595,0.03855717,,-0.27,,783772032,,,0.014,,,,1577750400,0.3387,-25845128,-0.041,,,122.71429,0.30587,1640908800,1585612800,,,528912347,1302306304,,1268179200,1:3,,,,,,,,,,,,100,,,,,,,,,,,,b18310f5-8716-396e-afd5-d9b05fd70b6c,
HIDDN,Data Storage Devices,Technology,[],1,1.565,1.56,1.580219,24.281149,0,,1.615,,87793,,1.565,1.6169118,38,1.56,,87793,,,,,1476748800,1.725149,,,1.51,4,NOK,,59243,,,,140257728,,,222399,16.196043,1.51,1.575,,0,59243,4.33748,,,,0.777755,1.54,False,,0,1.615,OSL,HIDDN SOLUTIONS,Hiddn Solutions ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HIDDN.OL,finmb_7099157,no_market,,2.78,,0,-1.389,-0.30243546,,,,89908800,,,-0.126,,,,1577750400,0,-31440000,-4.175,,,,0.84906995,1640908800,1577750400,,,12460309,24072296,,1568678400,1:20,,,,,,,,,,,,3,,,,,,,,,,,,3afe3f0c-9fb4-3681-b6a1-4c433760c6ec,
INSR,Property & Casualty Insurance,Financial,[],1,2.33,2.42,4.0161314,,0,,2.55,,74978,,2.33,2.650294,,2.42,,74978,,,,,,0.467479,,,2.36,4,NOK,,165741,,,,352637504,,,223268,0.45591092,2.36,2.39,,0,165741,9.38,3.6060607,,,2.23,2.36,False,,0,2.55,OSL,INSR INSURANCE GRP,Insr Insurance Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,INSR.OL,finmb_224209079,no_market,,-0.623,,-0.06197,,-0.7352273,,0.66,,148167008,,,2.48,,,,1577750400,0.33027,-19933000,-0.341,,,0.95967746,0.05116,1640908800,1585612800,,,125527082,-481996896,,1476835200,1:10,,,,,,,,,,,,,,,,,,,,,,,,6cc1e5cf-04e4-37ed-8fec-1f51d6ca8bc0,
ICE,Wireless Communications,Technology,[],1,14.95,15,15.632847,,0,,15.8,,12883,,14.95,14.698529,,15,,12883,,,,,,0.141695,,,15,2,NOK,,51838,,,,3065748736,,,27386,1.5810978,15,15.3,,,51838,24.945,,,,12.5,15.2,False,,,15.8,OSL,ICE GROUP ASA,Ice Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ICE.OL,finmb_291514639,no_market,,4.488,,-0.65859,-45.322,-0.37966806,,,,201694000,,,-6.978,,,,1577750400,0.03229,-1276999936,-6.052,,,,0.87522006,1640908800,1585612800,,,33018461,8701846528,,,,,,,,,,,,,,,229,,,,,,,,,,,,76879d77-1bde-3635-83bd-241b93e2cfc7,
HAFNIA,,,[],1,17,17.32,18.224537,0.0033529412,0.1685,,17.9,,80234,,17,15.85647,0.057,17.32,,80234,,,,1.6,1590624000,,,,17,2,NOK,49.7076,202921,,,,6170915328,,,334348,6.9949484,17,17.04,,,202921,29.23,,,,14.6,16.7,False,0.0941,,17.9,OSL,HAFNIA LIMITED,Hafnia Limited,Europe/Oslo,CEST,False,7200000,EQUITY,HAFNIA.OL,finmb_589287859,no_market,,8.512,,0.13709,26.284,Infinity,,,,362995008,,,3.141,,,,1577750400,0.017380001,120939000,0.342,,,5.412289,0.66471,1640908800,1585612800,,,114169325,7509316608,,,,,,1.763,,,,,,,,,,,,,,,,,,,,,003a7a08-8701-3187-95d4-d196d2081dad,
GSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDUCT-ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRNT,Technical & System Software,Technology,[],1,22,22.4,19.996716,0.020454545,0,,22.6,,7096,,22,20.610294,0.45,22.4,,7096,,,,,1557705600,0.755644,,,22.1,2,NOK,34.74843,5187,,,,959701376,,,12953,,22.1,22.6,,0,5187,27.8,19.557522,,,14,22.2,False,,0,22.6,OSL,INFRONT ASA,Infront ASA,Europe/Oslo,CEST,False,7200000,EQUITY,INFRNT.OL,finmb_3576983,no_market,,,,-0.14046,,,,1.13,,43425400,,,5.655,,,,1577750400,0.41184,,0.636,,,3.908046,0.33511,1640908800,1585612800,,,28877450,955358592,,,,,,,,,,,,,,,525,,,,,,,,,,,,33f4b7eb-0964-32c2-8aa7-81983ec2d850,
HLNG,Oil & Gas Pipelines,Basic Materials,[],1,11.18,11.36,14.01,0.008944544,,,11.8,,66227,,11.18,11.56647,0.1,11.36,,66227,,,,,1583366400,1.495934,,,11.3,2,NOK,,51895,,,,881465024,,,193290,2.6033866,11.3,11.68,,246100,51895,38.8,25.68889,,4.02,8.12,11.52,False,,28200,11.8,OSL,HOEGH LNG HOLDINGS,HÃ¶egh LNG Holdings Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,HLNG.OL,finmb_875057,no_market,,8.488,,-0.108789995,15.559,-0.66971934,,0.45,,76251296,,,4.049,,,,1577750400,0.30419,-36836000,-0.478,,,2.8550262,0.49327,1640908800,1585612800,,,35912672,2873870080,,,,,,,,,,,,,,,175,,,,,,,,,,,,4f4b7614-8784-3a33-89c1-234ba734a35b,
JPK-ME,Independent Oil & Gas,Basic Materials,[],1,6.1,6.1,6.087591,,0,,6.1,,0,,6.1,6.1,,6.1,,0,,,,,,-0.022317,,,6.1,2,NOK,,0,,,,70544672,,,0,352.72336,6.1,0,,,0,6.1,,,,6,0,False,,,6.1,OSL,J.P. KENNY PETROLE,J.P. Kenny Petroleum Limited,Europe/Oslo,CEST,False,7200000,EQUITY,JPK-ME.OL,finmb_537791671,no_market,,355.387,,-2.75132,,,,,,11563700,,,-0.193,,,,1577750400,,-550263,-0.048,,,,,1640908800,1577750400,,,2182727,71077432,,,,,,,,,,,,,,,,,,,,,,,,,,,02aa7eef-b129-3983-accc-fef340dc5837,
IOX,Independent Oil & Gas,Basic Materials,[],1,2.12,2.12,1.8017738,,0,,2.14,,1729894,,2.12,1.8342648,,2.12,,1729894,,,,,,2.793263,,,2.06,4,NOK,,225027,,,,329939392,,,647287,19.753302,2.06,2.1,,712800,225027,4.28,210,,,0.941,2.09,False,,765000,2.14,OSL,INTEROIL ASA,Interoil Exploration and Production ASA,Europe/Oslo,CEST,False,7200000,EQUITY,IOX.OL,finmb_24067242,no_market,,12.523,,-0.4113,41.935,,,0.01,,157114000,,,0.086,,,,1577750400,0.03111,-6870000,-0.077,,,24.418602,0.38823003,1640908800,1585612800,,,67064382,209170000,,1436140800,1:10,,,,,,,,,,,,52,,,,,,,,,,,,b3ab5037-cbc8-3ee8-867c-47f0893b4b0b,
LSTSB-ME,Money Center Banks,Financial,[],1,123,123,123.55474,0.06829268,0.5877,,123,,154,,123,122.82353,8.4,123,,154,,,,6.4,1584662400,0.562384,,,123,2,NOK,1.3231925,50,,,,123000000,,,99,0.65392834,123,127,,,50,145,,,,105,0,False,0.051999997,,123,OSL,LILLESTROM SPAREBA,LillestrÃ¸m Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,LSTSB-ME.OL,finmb_36849988,no_market,,13.414,,0.4942,,0.12844038,,,,1000000,,,1055.512,,,,1577750400,0.04389,92957000,92.957,,,0.116531126,0,1640908800,1585612800,,,524910,2523130880,,,,,,-0.11,,,,,,,,,,,,,,,,,,,,,ebb8e595-2ce2-31a4-b6e4-d6b56d00c450,
JIN,Shipping,Services,[],1,3.53,3.44,3.9159853,0.0065155807,0.561,,3.55,,51755,,3.53,3.6182353,0.023,3.44,,51755,,,,,1557964800,0.677119,,,3.44,4,NOK,,31118,,,,384591680,,,90856,6.451906,3.44,3.55,,756300,31118,8.3,16.761906,,,2.6,3.47,False,,100000,3.55,OSL,JINHUI SHIPPING,Jinhui Shipping and Transportation Limited,Europe/Oslo,CEST,False,7200000,EQUITY,JIN.OL,finmb_880016,no_market,,7.29,,-0.26575002,50.101,,,0.21,,109259000,,,2.146,,,,1577750400,0.00402,-15841000,-0.145,,,1.640261,0.50099,1640908800,1585612800,,,41663713,434578080,,,,,,,,,,,,,,,466,,,,,,,,,,,,a4afe6c5-e40a-33e9-82c1-a4f9acff8b8d,
JAEREN,Money Center Banks,Financial,[],1,159,159,152.88321,0.062893085,0.5137,,159,,98,,159,159.05882,10,159,,98,,,,7.5,1585699200,0.318234,,,159,2,NOK,11.008031,32,,,,784256384,,,66,2.3042238,159,164,,50000,32,172,11.324786,,4.39,129,158,False,0.045700002,50000,159,OSL,JAEREN SPAREBANK,JÃ¦ren Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,JAEREN.OL,finmb_32370960,no_market,,11.375,,0.41056,,0.19548869,,14.04,,4932430,,,354.106,,,,1577750400,0.04163,73434000,14.444,,,0.44901812,0.85025,1640908800,1585612800,,,990999,3871652864,,,,,,-0.485,,,,,,,,,,,,,,,,,,,,,f3fcf386-bd9d-32a1-8ee9-4d73bac05abf,
KIT,Diversified Electronics,Technology,[],1,15.66,15.66,11.193942,0.025542784,0,,15.72,,201288,,15.66,13.730588,0.4,15.66,,201288,,,,,1587686400,1.199767,,,15.1,2,NOK,16.845564,256846,,,,2754619648,,,340453,0.77708435,15.1,15.42,,1278700,256846,15.72,20.236843,,,6.73,15.4,False,,400000,15.72,OSL,KITRON ASA,Kitron ASA,Europe/Oslo,CEST,False,7200000,EQUITY,KIT.OL,finmb_1163982,no_market,,1.005,,0.04621,10.096,0.6415094,,0.76,,179104000,,,5.106,,,,1577750400,0.35568002,163816000,0.913,,,3.0121427,0.12893,1640908800,1593475200,,,164936547,3563322368,,,,,,0.77,,,,,,,,,1832,,,,,,,,,,,,9a32909f-320e-3f22-85e8-e73abc2485aa,
LAVO-ME,Technical & System Software,Technology,[],1,0.0868,0.093,0.058464233,,0,,0.093,,1624670,,0.0868,0.09325883,,0.093,,1624670,,,,,,1.615321,,,0.087,4,NOK,,2369833,,,,12875862,,,5693408,-135.11581,0.087,0.0848,,,2369833,0.175,,,,0.02,0.0836,False,,,0.093,OSL,LAVO.TV AS,Lavo.tv AS,Europe/Oslo,CEST,False,7200000,EQUITY,LAVO-ME.OL,finmb_427367965,no_market,,-54.976,,0,-0.249,0.24000001,,,,151838000,,,-0.498,,,,1546214400,,-21206840,-0.758,,,,,1609372800,1561852800,,,36917018,5238945,,,,,,,,,,,,,,,,,,,,,,,,,,,0611e642-c325-39f0-a54c-5f9a602722ee,
KAHOOT-ME,,,[],1,40.5,40.5,54.291122,,0,,41,,429292,,40.5,36.26618,,40.5,,429292,,,,,,0.544444,,,39.2,2,NOK,,338978,,,,15739906048,,,575492,137.09485,39.2,39.4,,,338978,96.4,,,,29.1,39.3,False,,,41,OSL,KAHOOT AS,Kahoot! AS,Europe/Oslo,CEST,False,7200000,EQUITY,KAHOOT-ME.OL,finmb_326650724,no_market,,136.897,,-0.61858004,-226.843,Infinity,,,,399489984,,,1.471,,,,1577750400,0.12094,-71019976,-0.183,,,26.784502,0.096260004,1640908800,,,,82132931,15717178368,,1591660800,3:1,,,,,,,,,,,,110,,,,,,,,,,,,7a61a663-f4e6-301d-897e-da49acaaf4ee,
KID,"Specialty Retail, Other",Services,[],1,74.6,76,59.89854,0.032171585,0.65569997,,76,,25785,,74.6,75.247055,2.4,76,,25785,,,,2.4,1591228800,0.86802,,,74.6,2,NOK,15.346738,17930,,,,3040261120,,,74000,1.1912292,74.6,75,,87700,17930,82,19.840849,,,32,74.8,False,0.0323,61200,76,OSL,KID ASA,Kid ASA,Europe/Oslo,CEST,False,7200000,EQUITY,KID.OL,finmb_312903943,no_market,,1.726,,0.07762,13.308,0.68778276,,3.77,,40645200,,,28.489,,,,1577750400,0.30815,198096000,4.874,,,2.6255748,0.48324,1640908800,1585612800,,,25661323,4405910016,,,,,,,,,,,,,,,1033,,,,,,,,,,,,31cdbfc7-e13b-3cd8-a710-58e1dc0d832b,
