ticker,zip,sector,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
MORG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVEG,5011,Financial Services,"Sparebanken Vest, a financial services company, provides banking and financing services in the counties of Hordaland, Rogaland, and Sogn og Fjordane, Norway. It operates through Corporate Market, Retail Market, Treasury, and Estate Agency Activities segments. The company is also involved in the estate agency and home mortgages activities. As of December 31, 2019, it had 33 points of sale outlets. The company was founded in 1823 and is headquartered in Bergen, Norway.",Bergen,47 91 50 55 55,Norway,[],http://www.spv.no,1,Jonsvollsgaten 2,,Banks—Regional,62,62,61.134533,0.039032258,0.34080002,,62.8,,21464,,62,62.511765,2.42,62,,21464,,,,2.42,1585094400,0.57093,,,62,2,NOK,9.322792,4482,,,,6705937408,,,53297,1.7054775,62,62.8,,100000,4482,73.8,9.88924,,5.94,42.1,62.5,False,0.039,300000,62.8,OSL,SPAREBANKEN VEST,Sparebanken Vest,Europe/Oslo,CEST,False,7200000,EQUITY,SVEG.OL,finmb_8081598,no_market,,28.918,,0.50203,,0.14814818,,6.32,,107295000,,,148.969,,,,1577750400,0.31427,539000000,6.704,,,0.4195504,0.26554,1640908800,1585612800,,,82679268,113705353216,,,,,,-0.221,,,,,,,,https://logo.clearbit.com/spv.no,722,,,,,7a2d122c-4b88-3068-9aa7-0e98d1c5b807,
SKUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRBANK,4068,Financial Services,"SpareBank 1 SR-Bank ASA, together with its subsidiaries, provides various financial products and services for personal and corporate customers in Southern and Western Norway. The company offers its products and services in the areas of savings, loans, advice, insurance, and pensions. It also provides foreign exchange, administrative securities, commercial properties brokerage, leasing, accounting, and securities trading services, as well as active management and securities management services. In addition, the company facilitates debt and equity funding; and sells real estate properties comprising holiday homes, new builds, and used homes. Further, it is involved in the customer trading of interest rate instruments; and purchasing of home mortgages and funds by issuing covered bonds. Additionally, the company offers credit and debit cards; structured products; and mobile and online banking services. The company also serves retail, small business, and agricultural customers, as well as public sector. As of December 31, 2018, it had 36 branches in Rogaland, Vest-Agder, Aust-Agder, and Hordaland. SpareBank 1 SR-Bank ASA was founded in 1839 and is headquartered in Stavanger, Norway.",Stavanger,47 91 50 20 02,Norway,[],http://www.sparebank1.no/nb/sr-bank,1,Christen Tranes Gate 35,,Banks—Regional,70.7,71,75.40446,0.077793494,0.5233,,72.3,,233142,,70.7,72.14559,5.5,71,,233142,,,,,1587686400,0.9,,,70.75,2,NOK,8.2720585,121497,,,,18412920832,,,344829,3.5219817,70.75,72.05,,,121497,105.3,,,,48.38,71.95,False,,,72.3,OSL,SPAREBANK 1 SR BK,SpareBank 1 SR-Bank ASA,Europe/Oslo,CEST,False,7200000,EQUITY,SRBANK.OL,finmb_883781,no_market,,28.058,,0.42062,,,,9.46,,255735008,,,97.787,,,,1577750400,0.37039003,2138000000,8.704,,,0.73629415,0.32251,1640908800,1585612800,,,166980520,146687836160,,,,,,-0.807,,,,,,,,https://logo.clearbit.com/sparebank1.no,1272,Postboks 250,,,,8ee5ca3d-26b8-36c3-9e7f-fabac7a9dd9b,
SUNSB-ME,6600,Financial Services,"Sunndal Sparebank, a savings bank, provides banking products and services for private and corporate customers in Norway. It offers payment and card solutions, such as BankID on mobile, bank cards, credit, mobile and online banking, international payments, Visa cards, and VIPPS; auto, building, holiday home, property, income, UNG, health, children, death fall, critical illness, disability, and other insurance, as well as health policies; car loans, mortgages, loans to other vehicles, and loans and refinancing; and savings and pensions, including share savings accounts, bank savings, BSU, fund savings, IPS, retirement savings, deposits pension, and VPS investor services to private customers. The company provides payment and card solutions, such as bank cards, payment terminals, eGiro/OCR, billing, credit, Web and mobile banking, and other payment services; financing solutions, including bank guarantees, construction loans, overdrafts, leasing, and corporate loans; liability, customer's, cyber, farmhouse agriculture, operating equipment and crop, property, health, landlord, home, craft, car, commercial, personal, travel, goods during transport, and occupational injuries insurance; savings and pensions; and other accounts and services to businesses in construction, property, trade and services, and agriculture industries. The company was founded in 1892 and is based in SunndalsÃ¸ra, Norway.",Sunndalsora,47 71 68 91 00,Norway,[],http://sunndal-sparebank.no,1,Sunndalsveien 15,,Banks—Regional,112,112,110.46763,0.071428575,0.296,,112,,657,,112,109.85294,8,112,,657,,,,8,1585267200,0.155369,,,112,2,NOK,16.117428,50,,,,151999680,,,256,1.6194125,112,114,,,50,117,,,,106,107,False,0.0721,,112,OSL,SUNNDAL SPAREBANK,Sunndal Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,SUNSB-ME.OL,finmb_32452702,no_market,,4.46,,0.37075,,0.037037015,,,,1357140,,,369.061,,,,1577750400,0.015420001,5527000,6.949,,,0.30347288,0,1640908800,1585612800,,,931366,418601920,,,,,,-0.441,,,,,,,,https://logo.clearbit.com/sunndal-sparebank.no,,,,,,dd197052-51d0-31d7-81d4-de6977485aa6,
STB,1327,Financial Services,"Storebrand ASA, through its subsidiaries, primarily provides insurance products and services in Norway and Sweden. It operates through four segments: Savings, Guaranteed Pension, Insurance, and Other. The Savings segment offers retirement savings, defined contribution pensions, asset management, and retail banking products. The Insurance segment provides health insurance, property and casualty insurance, personal risk products, employer's liability insurance, and pension-related insurance products. The Guaranteed Pension segment offers long-term pension savings products, such as defined benefit pensions, paid-up policies, and individual capital and pension insurance products. The Other segment provides life insurance products; and loans. The company also offers securities, and banking and investment services. It serves private individuals, corporate and retail markets, companies, municipalities, and public sector. Storebrand ASA was founded in 1767 and is headquartered in Lysaker, Norway.",Lysaker,47 22 31 50 50,Norway,[],http://www.storebrand.no,1,Professor Kohts vei 9,,Financial Conglomerates,48.6,49.3,53.28464,0.06687243,0,,50.3,,1659889,,48.6,51.576176,3.25,49.3,,1659889,,,,,1587600000,1.278488,,,49.05,2,NOK,12.705106,918469,,,,23378849792,,,2671348,0.36923495,49.05,50.02,,81400,918469,74.9,8.806338,,,33.84,49.99,False,,115200,50.3,OSL,STOREBRAND ASA,Storebrand ASA,Europe/Oslo,CEST,False,7200000,EQUITY,STB.OL,finmb_876161,no_market,,0.79,,0.02922,16.379,-0.18972993,,5.68,,467390016,,,73.592,,,,1577750400,0.64619005,1838000000,3.937,,,0.6796934,0.05957,1640908800,1593475200,,,457939559,49990164480,,,,,,-0.002,,,,,,,,https://logo.clearbit.com/storebrand.no,1683,P.O. Box 500,,,,51fabac2-38a8-3ceb-a804-75f790a366ca,
SBLK,15124,Industrials,"Star Bulk Carriers Corp., a shipping company, engages in the ocean transportation of dry bulk cargoes worldwide. The company's vessels transport a range of major bulks, including iron ores, coal, and grains, as well as minor bulks, such as bauxite, fertilizers, and steel products. As of February 29, 2020, it had a fleet of 116 vessels with an aggregate capacity of approximately 12.9 million deadweight ton, including consisting of Newcastlemax, Capesize, Post Panamax, Kamsarmax, Panamax, Ultramax, and Supramax vessels. It also provides vessel management services. The company was incorporated in 2006 and is based in Maroussi, Greece.",Marousi,30 210 61 78 400,Greece,[],http://www.starbulk.com,1,40 Agiou Konstantinou Street,,Marine Shipping,63,64,65.94101,0.0015873016,,,69.2,,7612,,63,62.52941,0.1,64,,7612,,,,1.94,1582848000,1.243137,,,63,2,NOK,,9712,,,,6821809152,,,14752,8.362756,63,65,,0,9712,106,,,,38.1,61.6,False,0.0368,0,69.2,OSL,STAR BULK CARRIERS,Star Bulk Carriers Corp.,Europe/Oslo,CEST,False,7200000,EQUITY,SBLK.OL,finmb_266636382,no_market,,9.259,,-0.00993,39.749,-0.28409094,,,,96067504,,,16.068,,,,1577750400,0.65073997,-8104000,-0.086,,,4.294249,0.19323999,1640908800,1585612800,,,37802510,7552574976,,,,,,,,,,,,,,https://logo.clearbit.com/starbulk.com,181,,,,,8a47bf6c-8ccb-3e13-aa49-0daf1730c5d2,
SUSB-ME,6650,Financial Services,"Surnadal Sparebank, an independent savings bank, provides various banking product and services to individuals and businesses in Norway. The company offers savings and pension accounts. It also provides mortgage, car, other vehicles, motor homes/caravans, motorcycles/quads, snowmobiles, construction, and home loans, as well as small loans and refinancing, and bridge financing; bank guarantees; and overdraft services. In addition, the company offers various insurance products, such as home and leisure insurance; liability, customer's, cyber, farm building agriculture, operating tools and crop, property, health, landlord, craft, commercial, personal, travel, large car, goods during transport, and occupational injuries insurance, as well as home insurance agriculture products; vehicle insurance comprising ATV/Quad biking, motorhome, boat, caravan, motorcycle, moped and scooter, private tractor, veteran vehicle, and snowmobile; and other insurance, including horse, and dog and breed cat. Further, it provides mobile, online, and Internet banking services; credit cards; bank cards; overseas payment services; fund savings; mobile payments; and vehicles, machinery, operating equipment, and movable properties leasing services. Additionally, the company offers iZettle, a mobile payment terminal. Surnadal Sparebank was founded in 1842 and is based in Surnadal, Norway.",Surnadal,47 71 66 27 00,Norway,[],http://www.bank.no,1,Bardshaugvegen 7,47 71 66 27 27,Banks—Regional,105,105,107.381294,0.06666667,0.2025,,107,,241,,105,106.588234,7,105,,241,,,,7,1583280000,0.253954,,,106,2,NOK,3.162365,0,,,,211610704,,,473,1.3738011,106,107,,,0,117,,,,100,105,False,0.0654,,107,OSL,SURNADAL SPAREBANK,Surnadal Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,SUSB-ME.OL,finmb_58060310,no_market,,3.93,,0.43442002,,-0.041865885,,,,2015340,,,421.213,,,,1577750400,0.03771,66915000,33.203,,,0.24928005,0,1640908800,1585612800,,,1899140,605287232,,,,,,-0.407,,,,,,,,https://logo.clearbit.com/bank.no,,,,,,2e02084b-fec2-35c2-980f-3a238c630cc9,
STRONG,2005,Industrials,"StrongPoint ASA develops and sells technology solutions for e-commerce and store operations in Norway, Sweden, and internationally. It operates through three segments: Retail Technology, Cash Security, and Labels. The company offers various retail solutions, including cash management, select and collect, click and collect, self-service, and electronic shelf labelling solutions, as well as retail management software and other solutions; and consultative services. It also provides cash security solutions for secure cash logistics. In addition, the company offers intelligent banknote neutralization system technology that protects cash in transit. Further, it sells retail solutions from third party technology providers and technology products; and manufactures and sells self-adhesive labels for various products and applications, as well as provides label design and printing services. The company was formerly known as PSI Group ASA and changed its name to StrongPoint ASA in September 2015. StrongPoint ASA is headquartered in RÃ¦lingen, Norway.",Ralingen,47 03254,Norway,[],http://www.strongpoint.com,1,Slynga 10,,Business Equipment & Supplies,17.55,17.7,11.938633,0.034188036,0,,18.5,,167084,,17.55,14.176471,0.6,17.7,,167084,,,,,1556496000,0.500581,,,17.7,2,NOK,40.555557,52504,,,,809862016,,,121205,0.7335806,17.7,18.3,,406900,52504,19.2,16.590908,,,8.56,18.25,False,,200000,18.5,OSL,STRONGPOINT ASA,StrongPoint ASA,Europe/Oslo,CEST,False,7200000,EQUITY,STRONG.OL,finmb_20358742,no_market,,0.832,,0.018170001,14.858,0.55309725,,1.1,,44376000,,,6.907,,,,1577750400,0.31468,20063000,0.45,,,2.642247,0.31726,1640908800,1593475200,,,28472734,919031296,,1115596800,1:10,,,0.051,,,,,,,,https://logo.clearbit.com/strongpoint.com,512,,,,,f08e3dc2-bb19-3597-895c-d147eea96f66,
TRVX,0283,Healthcare,"Targovax ASA, a clinical stage immuno-oncology company, engages in the development of oncolytic viruses to target hard-to-treat solid tumors. Its lead product candidate is ONCOS-102 that is in Phase I/II clinical studies for the treatment of mesothelioma, melanoma, peritoneal disease, and prostate cancer. It also develops neoantigen cancer vaccines targeting tumors with oncogenic RASÂmutations. The company has collaboration agreements with Cancer Research Institute, Ludwig Cancer Research, and AstraZeneca to develop ONCOS-102 for peritoneal disease; Sotio to develop ONCOS-102 for prostate cancer; Valo Therapeutics to develop RAS neoantigen coating of ONCOS viruses using PeptiCRAd technology; and Merck & Co., Inc. to evaluate ONCOS-102 in combination with KEYTRUDA in mesothelioma. Targovax ASA is based in Oslo, Norway.",Oslo,47 21 39 88 10,Norway,[],http://www.targovax.com,1,Lilleakerveien 2C,,Biotechnology,6.4,6.38,6.931367,,0,,6.56,,117339,,6.4,6.9602942,,6.38,,117339,,,,,,2.063953,,,6.35,2,NOK,,129763,,,,499134016,,,401950,194.746,6.35,6.6,,0,129763,12,-2.3017545,,,3.515,6.51,False,,0,6.56,OSL,TARGOVAX ASA,Targovax ASA,Europe/Oslo,CEST,False,7200000,EQUITY,TRVX.OL,finmb_144098164,no_market,,163.85,,0,-3.131,0.056105614,,-2.85,,76087504,,,5.387,,,,1577750400,0.25366,-132435000,-2.02,,,1.2177464,0.122279994,1640908800,1585612800,,,52861785,419947936,,,,,,,,,,,,,,https://logo.clearbit.com/targovax.com,20,,,,,fccf11ea-fe66-3f46-abef-9e2d0c89d3ee,
SUBC,2086,Energy,"Subsea 7 S.A. delivers offshore projects and services for the evolving energy industry worldwide. It provides subsea field development products and services, including project management, design and engineering, procurement, fabrication, survey, installation, and commissioning of production facilities on the seabed and the tie-back of its facilities to fixed or floating platforms or to the shore. The company also offers engineering, procurement, construction, and installation of subsea umbilicals, risers, and flowlines; life of field services, such as inspection, repair, maintenance, integrity management, and remote intervention of subsea infrastructure; conventional services comprising fabrication, installation, extension, and refurbishment of fixed and floating platforms and associated pipelines; hook-up services; and refurbishment of fixed and floating platforms and associated pipelines in shallow water. In addition, it operates heavy lifting operations for oil and gas structures; and installs offshore wind farm foundations and inter-array cables, as well as engages in the decommissioning of redundant offshore structures. Further, the company provides remotely operated vehicles (ROVs) and tooling services to support exploration and production activities. It has a fleet of 5 chartered vessels and 91 ROVs. Subsea 7 S.A. was incorporated in 1993 and is based in Luxembourg City, Luxembourg.",Luxembourg City,,Luxembourg,[],http://www.subsea7.com,1,"412F, Route d'Esch",,Oil & Gas Equipment & Services,67.94,69,69.57187,,0,,70.48,,819355,,67.94,65.50823,,69,,819355,,,,,1556150400,1.593023,,,68.88,2,NOK,,285025,,,,20495671296,,,1240813,5.776683,68.88,68.98,,128000,285025,110.1,275.84,,,38.5,68.92,False,,37100,70.48,OSL,SUBSEA 7 S.A.,Subsea 7 S.A.,Europe/Oslo,CEST,False,7200000,EQUITY,SUBC.OL,finmb_359868,no_market,,5.775,,-0.02892,43.034,-0.28858638,,0.25,,297211008,,,17.539,,,,1577750400,0.61302,-102600000,-0.341,,,3.9318092,0.24016,1640908800,1585612800,,,223859945,20488611840,,,,,,,,,,,,,,https://logo.clearbit.com/subsea7.com,12000,,,,,8610c031-034f-3083-a212-b713518bf428,
TECH,0667,Technology,"Techstep ASA provides digital workplace services in Norway and Sweden. It offers mobile hardware, service, support, and mobility consultancy services; and software as a service telecom expense management modules. The company also provides industry-leading cloud-based PBX solutions and enterprise mobility management services, including mobile security, system design, implementation, and mobile device management. Techstep ASA is headquartered in Oslo, Norway.",Oslo,47 23 17 23 50,Norway,[],http://www.techstepasa.no,1,BrynsallEen 4,,Software—Application,2.7,2.7,2.7042446,,0,,2.8,,60728,,2.7,2.765294,,2.7,,60728,,,,,,0.335578,,,2.68,4,NOK,,64548,,,,439541088,,,36297,0.38534772,2.68,2.78,,60000,64548,4.21,,,,1.95,2.7,False,,72100,2.8,OSL,TECHSTEP ASA,Techstep ASA,Europe/Oslo,CEST,False,7200000,EQUITY,TECH.OL,finmb_371366152,no_market,,0.441,,-0.058130004,28.05,-0.3493976,,,,162792992,,,2.905,,,,1577750400,0.027460001,-66303000,-0.402,,,0.92943203,0.75827,1640908800,1585612800,,,37517372,502828256,,1457654400,1:10,,,,,,,,,,,https://logo.clearbit.com/techstepasa.no,212,,,,,98dc7594-ff78-3c96-a31e-cdf580ce8a5f,
TEAM,HM 11,Industrials,"Team Tankers International Ltd., a shipping company, owns and operates chemical tankers for the seaborne transportation of liquid chemicals worldwide. The company transports various cargoes, such as organic chemicals, non-organic chemicals, petroleum products, vegetable oils, and lube oils. It operates 31 owned and 9 leased vessels. The company serves industrial chemical, oil, and mining companies. Team Tankers International Ltd. was founded in 1883 and is headquartered in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.teamtankers.com,1,Williams House,,Marine Shipping,3.4,3.42,4.7543163,,0,,3.42,,21409,,3.4,3.5747058,,3.42,,21409,,,,,,-0.342441,,,3.4,4,NOK,,5765,,,,690135424,,,19034,2.1450098,3.4,3.58,,,5765,7.65,,,,3,3.42,False,,,3.42,OSL,TEAM TANKERS INTL,Team Tankers International Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,TEAM.OL,finmb_28747656,no_market,,2.577,,-0.12687999,38.074,-0.4137931,,,,202980992,,,1.657,,,,1577750400,0.00877,-40821000,-0.216,,,2.051901,0.113129996,1640908800,1585612800,,,139405841,829069376,,,,,,,,,,,,,,https://logo.clearbit.com/teamtankers.com,88,4th Floor 20 Reid Street,,,,9eb2925f-168c-30d3-8255-c18bb3011de9,
STORM,,Real Estate,"Storm Real Estate ASA, an investment company, acquires and manages real estate properties in Russia. It owns and operates the Gasfield office building in Moscow with a net lettable area of approximately 11,500 square meters. Storm Real Estate ASA was founded in 2007 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.stormrealestate.no,1,Haakon VIIS gate 5,,Real Estate Services,3.38,3.1,2.6067626,0.12692307,0,,3.52,,23824,,3.38,3.484706,0.429,3.1,,23824,,,,,1464307200,1.513372,,,3.1,4,NOK,,11230,,,,29860814,,,65871,10.286192,3.1,3.38,,80000,11230,6.45,37.555553,,,1.26,3.24,False,,100000,3.52,OSL,STORM REAL EST ASA,Storm Real Estate ASA,Europe/Oslo,CEST,False,7200000,EQUITY,STORM.OL,finmb_38919651,no_market,,16.897,,-0.10816,91.173,-0.3102041,,0.09,,8834560,,,0.534,,,,1577750400,0,-314000,-0.036,,,6.3295884,0.47079,1640908800,1577750400,,,4904419,49050824,,1562716800,1:10,,,-0.45,,,,,,,,https://logo.clearbit.com/stormrealestate.no,5,,,,,dd6c75a6-28b5-3002-8b2b-f8724872256a,
TYSB-ME,5680,Financial Services,"Tysnes Sparebank, a savings bank, provides banking products and services for private and business customers in Tysness and surrounding areas. It offers payment solutions, such as bank cards, credits, and mobile and online banking; insurance solutions, such as children, auto, death fall, health, buildings, holiday home, income, critical health, disability, and other insurance; loans, such as car loans, mortgages, loans to other vehicles, credit lines, and small loans; and share savings accounts, bank savings, BSU, fund savings, IPS, and retirement savings and pension accounts to private customers. The company also provides payment solutions, billing services, and Web and mobile banking services; financing services, such as bank guarantees, overdrafts, leasing, and corporate loans; liability, operational agriculture, property, health, home insurance, breeding and crew, car, and occupational insurance; and other accounts to companies in construction, property, trade and services, and agricultural industries. The company was incorporated in 1862 and is headquartered in Tysnes, Norway branches in Kvinnherad, Bergen, Odda, and Stord.",Tysnes,47 53 43 03 00,Norway,[],http://tysnes-sparebank.no,1,Teiglandsvegen 2,,Banks—Regional,113,113,112.03597,0.03964602,0,,113,,6,,113,111.02941,4.48,113,,6,,,,4.48,1591920000,0.2028,,,113,2,NOK,6.1627398,45,,,,171430048,,,90,2.5188816,113,113,,,45,128,,,,98,0,False,0.0396,,113,OSL,TYSNES SPAREBANK,Tysnes Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,TYSB-ME.OL,finmb_243651074,no_market,,9.595,,0.36630002,,,,,,1517080,,,210.553,,,,1577750400,0.02637,24930000,18.336,,,0.536682,0,1640908800,1585612800,,,700022,653036032,,,,,,-0.485,,,,,,,,https://logo.clearbit.com/tysnes-sparebank.no,,,,,,de47baa7-16a7-3778-aa54-ecf4024100b0,
THIN,0160,Technology,"Thin Film Electronics ASA provides near field communications (NFC) solutions in Norway and internationally. The company offers NFC tags, electronic article surveillance anti-theft tags, and printed integrated systems. It also provides hardware, software, and integration services; and energy storage solutions for wearable devices, connected sensors, and others using solid-state lithium battery technology. The company was founded in 2005 and is headquartered in Oslo, Norway.",Oslo,47 22 42 45 00,Norway,[],http://www.thinfilmnfc.com,1,Fridtjof Nansens Plass 4,,Electronic Components,0.3396,0.335,1.0734799,,0,,0.345,,5889945,,0.3396,0.44649118,,0.335,,5889945,,,,,,2.05,,,0.32,4,NOK,,2176345,,,,118833048,,,4505091,150.42159,0.32,0.334,,2859200,2176345,5.8,-6.6879997,,,0.2912,0.33,False,,1223200,0.345,OSL,THIN FILM ELECTRON,Thin Film Electronics ASA,Europe/Oslo,CEST,False,7200000,EQUITY,THIN.OL,finmb_740992,no_market,,55.085,,0,-1.097,-0.8852703,,-0.05,,355361984,,,-0.387,,,,1577750400,0.06763,-69498000,-1.19,,,,0.02408,1640908800,1585612800,,,43971083,43517216,,1572566400,1:20,,,,,,,,,,,https://logo.clearbit.com/thinfilmnfc.com,23,,,,,bea67659-9f1f-30a2-9bb3-0fd9bcef7d7c,
ULTIMO,0379,Healthcare,"Ultimovacs ASA, a pharmaceutical company, develops immunotherapies for various cancers. The company engages in performing a clinical development program with clinical trials in Europe and the United States. Its lead product candidate is UV1, a peptide-based vaccine, which completed Phase I clinical trial that induces T cell response against the universal cancer antigen telomerase. The company was founded in 2011 and is headquartered in Oslo, Norway.",Oslo,47 41 38 00 80,Norway,[],http://www.ultimovacs.com,1,Ullernchausseen 64,,Biotechnology,40.6,41,43.910072,,0,,42,,8172,,40.6,42.794117,,41,,8172,,,,,,,,,40.5,2,NOK,,42367,,,,1342887040,,,28316,,40.5,41.8,,,42367,76,,,,26,41.6,False,,,42,OSL,ULTIMOVACS ASA,Ultimovacs ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ULTIMO.OL,finmb_241624822,no_market,,,,0,-9.361,,,,,31973500,,,15.06,,,,1577750400,0.28587,-76780000,-2.966,,,2.7888446,0.47478,1640908800,1585612800,,,15791553,764566208,,,,,,,,,,,,,,https://logo.clearbit.com/ultimovacs.com,19,,,,,,
TOTG,2850,Financial Services,"Totens Sparebank provides various banking and financial products and services in Norway. It provides savings; mortgages, loans, credit, and cards; pension products; VIPPS; insurance products; and asset management, leasing, payment, and real estate services, as well as online and mobile banking services. The company operates through five offices located in Mjosa, Gjovik, Lena, Raufoss, Hamar, and Raholt. Totens Sparebank was founded in 1854 and is headquartered in Lena, Norway.",Lena,47 61 14 12 00,Norway,[],http://www.totenbanken.no,1,Lenagata 30,47 61 14 12 65,Banks—Regional,139,138,135.5036,0.06115108,0.46240002,,138,,210,,139,138.70589,8.5,138,,210,,,,7,1585699200,0.201744,,,138,2,NOK,9.178583,39,,,,845185152,,,811,2.0882225,138,138,,57000,39,149,9.274194,,,115,137,False,0.0504,57000,138,OSL,TOTENS SPAREBANK,Totens Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,TOTG.OL,finmb_9237532,no_market,,10.907,,0.45233002,,0.11199999,,14.88,,6124530,,,305.61,,,,1577750400,0.0932,92504208,15.035,,,0.45155594,0.40230998,1640908800,1585612800,,,3870583,4414385152,,1335916800,340:240,,,-0.292,,,,,,,,https://logo.clearbit.com/totenbanken.no,,,,,,326bf409-d1ab-37b9-866a-96d0d87ae252,
TEL,1360,Communication Services,"Telenor ASA, together with its subsidiaries, operates as a telecommunication company worldwide. Its principal products and services include mobile communication, fixed line communication, and broadcasting services. The company's mobile communication services comprise voice, data, internet, and content services, as well as customer equipment and messaging. Its fixed line services consist of telephony, Internet and TV, and leased lines, as well as data and managed services; and broadcast services include broadcasting and data communication services through satellite, and terrestrial radio and TV transmission. The company also provides wholesale services that enable the operators to route international voice, messaging, data, and signaling traffic through a single connection to a global network, as well as handles international roaming relationships. In addition, it offers digital services, such as international communication services and machine to machine communication, as well as Internet based services, digital media advertising, and financial services. Further, the company sells mobile devices/phones. Telenor ASA was founded in 1855 and is headquartered in Fornebu, Norway.",Fornebu,47 81 07 70 00,Norway,[],http://www.telenor.com,1,Snaroyveien 30,,Telecom Services,141.25,142.4,152.3079,0.061592918,2.1818,,143.45,,1476229,,141.25,145.38971,8.7,142.4,,1476229,,,,8.6,1602115200,0.279069,,,141,2,NOK,32.55601,537384,,,,202586767360,,,1821748,1.660316,141,142.4,,301900,537384,189.65,14.24,,4.91,130.75,142.35,False,0.060900003,230500,143.45,OSL,TELENOR ASA,Telenor ASA,Europe/Oslo,CEST,True,7200000,EQUITY,TEL.OL,finmb_658535,no_market,,2.852,,0.05098,7.724,-0.2157135,,10,,1422659968,,,19.729,,,,1577750400,0.30785,5539999744,4.374,,,7.217801,0.53981996,1640908800,1593475200,,,613954891,348037480448,,,,,,0.55,,,,,,,,https://logo.clearbit.com/telenor.com,20000,,,,,cb2fb510-025f-3c23-9069-f636f51e0aa3,
TGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
